CHSI_State_Abbr,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
TN,37.205,29.396,32.192,30.56,9.1,3254,2411,1093,40.8,5.8,1,1,3,11,14,3,3,3,3,503,1020,1109,877,5,36,8,1370462.03,1,1,1,1,1,1,14.1,9.7,22.7,20.7,294.8,73.4,1153.3,28.201
TN,35.8,24.6,37.1,36.3,5.1,4793,5605,1154,68.3,19.5,2,2,3,5,5,3,7,3,3,1091,1426,2651,2237,9,51,11,76169,1,1,1,1,1,1,13.1,3.4,19.7,18,207.1,75.9,927.1,17.3
TN,38.2,28.6,36.6,34.9,7.3,5725,8053,1789,62.3,35.3,2,2,3,6,12,3,8,3,10,1776,1734,3082,2440,6,66,12,321361,1,1,1,1,1,1,14.1,13.2,29.2,21.1,267,73.4,1121.7,22.7
TN,36.3,28.147,29.9,27.1,8.7,3629,4164,943,61.4,27.3,2,1,3,6,3,3,5,3,8,992,976,1877,1533,3,32,3,317691,1,1,1,1,1,1,11.8,9.7,25.8,21.4,281.6,75.4,1018.5,26.6
TN,30.126,16.4,26.905,28.104,4.4,2971,2854,1073,4.5,9,1,2,3,8,19,3,4,3,4,591,1219,1445,1125,6,64,24,0,1,1,1,1,1,1,12.2,5.7,29.1,21.9,218.7,74.2,1074.8,20.082
TN,43.2,29.3,33.2,27.3,10.6,7814,9773,2868,73.5,27.6,2,2,6,10,6,3,5,3,6,2740,2918,4272,3371,14,94,22,828799,1,1,1,1,1,1,12.8,9,24.4,18.3,256.8,74.2,1032.3,24.2
TN,34.364,28.483,31.456,26.917,9.5,2694,2023,739,27.4,20.5,1,1,5,6,6,3,5,3,14,444,832,924,741,3,43,14,367381.67,1,1,1,1,1,1,13.8,3.4,29.3,22.9,256.9,73.5,1101.5,26.544
TN,41.6,25.9,32.3,26.6,13.3,7559,7484,2094,90.2,50.1,1,2,4,13,26,3,17,3,4,1745,3985,3829,3032,7,66,87,8764572,1,1,1,2,1,1,12.2,5.3,22.2,25.1,228.3,74.9,1031.9,27.1
TN,27.3,25.2,27,22,8.6,35600,42765,8304,129,59.2,1,2,20,59,53,3,19,3,22,7598,7092,19950,16374,12,314,65,661460,1,1,1,2,1,1,18.2,10.1,28.8,20.4,201.1,75.4,944.4,17.3
TN,34.848,28.124,28.659,27.472,9.300666667,1232,836,296,29.8,0,1,1,3,7,7,3,5,3,5,222,323,440,350,3,14,3,3546070.83,1,1,1,1,1,1,10.9,7.8,22.7,21.7,299.9,74.2,1104.5,26.44
TN,33.961,30.437,33.987,20.5,12.9,3896,3448,1172,21.3,28.4,1,1,4,25,26,3,7,3,47,973,898,1819,1502,3,85,28,493363,1,1,1,1,1,1,15.8,15.5,37.8,28.4,253.9,73.9,1029.9,27.1
TN,34.7,29.247,33.431,31.8,10,4117,3706,1052,42.4,30.9,1,2,4,10,15,3,9,3,18,825,1426,1688,1329,4,64,10,2072217,1,1,1,1,1,1,14.8,10.5,22.5,16.4,262.1,73.8,1048,25.2
TN,42.1,18.3,27,24.6,10.1,6274,6961,2367,40.9,16,1,2,7,11,15,3,4,3,3,1555,2529,3647,2824,5,64,15,1716495,1,1,1,1,1,1,12.4,7.4,26.3,18.5,261.3,75.6,947.1,24.8
TN,33.761,28.611,31.546,18.6,9.1,3553,2245,591,50.9,40.7,1,1,5,9,14,3,7,3,101,781,771,1206,1008,3,44,27,80609,1,1,1,2,1,1,15.8,12.6,27.1,21.3,276.3,73.9,1045.7,23.494
TN,30.429,18.5,24.7,26.7,3.5,2882,3722,1052,34.1,22.7,2,1,4,13,12,3,14,3,10,951,1052,1674,1335,5,62,6,82936,1,1,1,1,1,1,12.7,9.7,22.8,16.5,284.4,73.5,1115.4,21
TN,39.2,34.4,28.5,22.9,10.6,4285,5522,1213,66.6,38.1,2,2,8,6,6,3,9,3,6,1058,1181,2070,1606,4,66,6,94464,1,1,1,1,1,1,13.6,11,23,29.2,292.2,74,1068,27
TN,33.551,27.09,30.582,26.653,9.7,2979,2741,776,16.8,21,2,1,6,7,15,3,4,3,7,611,796,1521,1236,3,65,83,0,1,1,1,1,1,1,13.2,6.9,24.6,27.4,206.7,74.4,1060.4,21.3
TN,32.195,25.969,27.539,24.022,9.161,1162,1261,283,25,25,2,1,7,6,9,3,9,3,3,327,282,509,401,3,21,8,1442814.84,1,1,1,1,1,1,11.9,6.5,19.8,18.4,237.5,74,992.6,21.076
TN,34.116,14.2,30.79,28.907,11.1,2299,2750,532,32.9,11,2,2,3,9,9,3,5,3,6,688,730,1175,922,5,40,12,38064001,1,1,1,1,1,1,13,9.5,25.1,26.5,267.8,74.4,1027.7,25.312
TN,35.997,27.927,31.967,29.783,9.289,1815,1317,421,18.1,18.1,1,1,3,3,6,3,3,3,3,447,571,732,558,3,25,11,162417,1,1,1,1,1,1,12.6,8.2,27.4,17.2,315,74,1123.7,27.632
TN,39.2,25.2,28.9,38.5,11.2,5713,7190,1893,43.4,24.8,1,2,3,9,17,3,12,3,6,1359,2383,3140,2598,10,59,36,8400,1,1,1,2,1,1,13.7,5.3,21.6,21.8,205,75.5,957.7,20.4
TN,32.097,27.76,31.155,27.233,10.007,2594,2742,974,38.6,16.6,1,1,3,6,10,3,7,3,6,571,789,1237,927,6,41,7,113918.43,1,1,1,1,1,1,11.9,11.1,30.3,18.1,180.9,75.5,979.7,23.03
TN,25.6,22.4,25.7,23.5,9,38623,48351,10476,142,52.6,1,2,17,103,55,3,52,3,25,8894,15426,26096,21956,25,325,224,1251930,1,1,1,2,1,1,13.8,6.1,26,17.9,188.3,76,929.8,15.1
TN,34.648,27.354,29.73,26.4065,9.842,980,963,282,26.4,13.2,1,2,3,3,7,3,5,3,8,216,440,517,436,3,16,5,2133331.78,1,1,1,1,1,1,15.9,7,58.8,20.6,333.2,73.9,1247,27.778
TN,38.5,29.021,30.979,27.218,7.1,3737,3268,1043,26.1,18.7,2,1,4,15,28,3,6,3,95,874,1004,1683,1409,6,77,34,519816,1,1,1,1,1,1,15.6,11.3,29,28.7,360.2,72.4,1120.1,20.5
TN,37.3,32.7,34.9,34.7,13.3,5012,6378,1561,43.8,19.5,2,2,3,7,10,3,23,3,9,1763,1579,2564,2102,4,41,4,255825,1,1,1,1,1,1,10.7,5.9,23.1,16.6,211.1,74.8,955,31.2
TN,35.86,26.738,30.516,27.9855,6.5,1674,1356,390,26.2,26.2,2,1,5,10,8,3,3,3,6,496,494,721,590,4,21,8,1040965.61,1,1,1,1,1,1,12.4,5.6,27,24.4,284.1,75,1041.9,25.719
TN,39.4,31.7,34,31.3,8.4,3681,4880,830,61.7,21.6,2,2,3,6,5,3,9,3,5,786,1146,2091,1678,8,32,12,33982,1,1,1,1,1,1,14,7.8,22.4,23.6,266.4,74.1,1009.3,16.1
TN,27.5,25.6,26.7,25.9,13,4403,7518,1421,46.1,25.4,1,2,3,20,10,3,9,3,3,968,1490,2849,2180,5,56,4,3357346,1,1,1,1,1,1,13.5,8.6,23.9,16.6,235.7,76,938.1,18.6
TN,33.6,24.7,38.7,27.2,10.1,6558,6839,1818,72.1,33.1,2,2,4,7,6,3,8,3,4,1454,2087,3296,2642,5,64,13,1900085,1,1,1,1,1,1,12.7,4.6,24.2,20.5,223.9,75.5,991.5,26.8
TN,30.659,20.6,24.1,28.1,7.9,3199,4230,1272,55.4,23.7,2,2,4,12,8,3,21,3,7,739,1341,1608,1263,9,76,15,1722756,1,1,1,1,1,1,13.4,9,31.4,20.5,302.4,73,1083.5,20.2
TN,32.662,25.877,28.959,28.352,4.8,2965,2364,705,23.2,13.9,1,2,3,4,10,3,5,3,4,585,1217,1364,1107,5,45,36,10310,1,1,1,1,1,1,11.8,8.7,30.2,28.3,215.7,74.6,1037.7,21.476
TN,30.3,30.3,28.1,19.5,7.4,11841,10952,2708,144.3,57.9,2,2,4,14,17,3,6,3,101,2598,2366,5869,5046,9,145,48,1800267,1,1,1,1,1,1,13.8,11.4,24.2,20.1,195.9,75,953.5,21.6
TN,38.8,27.8,32.778,25.6,13.7,3140,3360,1068,43.2,14.4,2,2,5,7,4,3,5,3,3,810,982,1786,1417,4,27,9,8911,1,1,1,1,1,1,16.3,7.5,26.7,22.5,249.8,73.4,1111.1,25.2
TN,34.7,27.185,30.724,28.933,9,3020,3257,752,28.2,24.7,2,1,3,6,5,3,5,3,5,807,917,1800,1466,10,29,5,425924,1,1,1,1,1,1,10,8.8,29,21.4,228.5,75.1,993.7,26
TN,30.7,25.8,23.8,26.7,8,8490,8868,1883,77.3,36.7,2,2,9,15,10,3,20,3,8,2133,2347,4782,3947,9,133,20,1924352,1,1,1,1,1,1,12.3,7.2,28,20.5,208.6,75.1,1025,21.5
TN,27.912,23.094,26.728,25.452,2.6,1537,1395,498,17.2,8.6,1,1,3,6,8,3,3,3,6,351,602,744,590,6,30,13,930,1,1,1,1,1,1,13.3,7.9,18,11.6,247.7,75,1014.4,16.9
TN,34.5,26.624,28,32.5,9.1,5651,5248,1606,34.7,16.2,1,2,3,12,7,3,8,3,3,1099,1738,2745,2241,7,49,9,846223,1,1,1,1,1,1,13.3,8.6,17.8,18.7,202.2,74.3,963.4,26.4
TN,24.7,20,25.2,27.1,6.6,17192,10643,2376,56.4,42.1,2,2,6,15,9,3,17,3,12,3233,3309,8729,7832,5,126,46,17657773,1,1,1,1,1,1,11.3,8.7,25.3,19.8,189.9,75.7,941.9,12.4
TN,23.548,20.102,24.122,18.615,6.67,596,491,78,16.6,0,2,2,3,3,3,3,3,3,3,140,166,394,313,3,14,3,2,1,1,1,1,1,1,11.6,7.423,32.666,24.4,167.2,75.4,791.1,14.528
TN,34.216,27.956,32.557,29.69,8.4,2460,1941,816,14.9,14.9,1,1,3,9,13,3,5,3,5,624,1086,1317,1049,3,34,11,184,1,1,1,1,1,1,12.7,10.9,27.2,15.5,232.6,74.2,1005.5,26.534
TN,41.9,27.5,37.2,29.6,4.3,4023,5149,1203,59,34.1,2,2,3,6,5,3,8,3,5,946,1210,2069,1623,5,34,8,381837,1,1,1,1,1,1,13.1,8.6,16,27.1,298.9,73.9,990.5,23.3
TN,34.854,27.177,30.179,30.848,7.9,2750,2830,908,63.3,14.6,1,2,5,8,8,3,4,3,3,565,1059,1332,1039,5,36,8,18903,1,1,1,1,1,1,10.8,4.3,22.4,27.4,288.4,73.4,1096.9,25.3
TN,33.916,26.205,29.827,27.977,8.826,951,1159,326,26.4,13.2,1,2,3,6,6,3,3,3,5,241,282,485,392,3,15,26,963062.52,1,1,1,1,1,1,10.4,7.1,20.8,29.9,262.6,73.5,1075.1,23.746
TN,31.747,26.477,27.389,22.513,8.630666667,829,690,209,0,0,1,2,3,5,3,3,3,3,5,160,220,318,248,5,9,3,6133252.7,1,1,1,1,1,1,11.6,9.049,31.872,25.447,365.2,74,1025,20.284
TN,32.534,28.12,30.497,26.755,8.2,2077,2557,831,69,25.1,1,2,6,8,9,3,3,3,4,442,946,1035,792,6,49,23,2107,1,1,1,1,1,1,14.8,11.5,27.8,17.7,271.2,74.3,1114.4,18.1
TN,26.2,20.1,27.2,28.9,6.6,8159,9549,2541,78.1,39.1,1,2,4,8,11,3,14,3,3,1646,2382,4277,3832,6,87,32,79883,1,1,1,1,1,1,13,7.4,32.1,17.9,219,75.8,978.4,15.6
TN,31.3,27.314,22.5,28.5,10.5,3525,4223,1068,26.7,33.4,1,2,3,4,5,3,3,3,5,886,1290,1901,1572,9,48,7,107915,1,1,1,1,1,1,17,7.6,35.4,23.8,202.2,75,939.2,26.5
TN,34.9,25.5,36.4,23.9,10.1,5454,8441,2364,43.5,28.4,2,2,3,10,16,3,6,3,3,1500,2663,3478,2678,4,60,15,6657130,1,1,1,1,1,1,12.8,6,25.3,17.4,227,75.3,974.1,24.5
TN,32.8,28.1,22.6,24.6,7.8,6110,6354,1397,46.4,21.5,2,2,10,15,31,3,18,3,11,1468,1467,3757,3123,13,66,26,113188,1,1,1,1,1,1,12.1,4,22.5,18,255.6,74.8,1032.9,15.2
TN,26.6,25.1,26.9,24.6,7.3,19275,14304,3484,53.1,27.9,1,2,10,23,6,3,28,4,5,4535,4119,13483,12149,21,143,25,2434161,1,1,1,1,1,1,15,6.4,27.1,18,233.2,76.2,931.2,15
TN,34.608,27.803,33.219,29.799,10.3,3799,2342,1333,41.2,9.1,1,2,3,19,10,3,6,3,21,601,1248,1365,1126,3,48,21,29343,1,1,1,1,1,1,12.2,5.8,28.9,26.9,256.3,74.2,1079.3,26.214
TN,28.261,24.507,26.199,23.465,7,1572,1185,455,47.3,7.9,2,2,6,4,5,3,5,3,3,322,444,809,641,3,30,13,1006,1,1,1,1,1,1,15.5,6.2,18.2,28.7,239.2,73.5,985.1,12.9
TN,30.9,30.5,27.3,28.5,11.7,10677,9899,2280,56.8,20.2,1,2,4,13,18,3,24,3,3,2682,2743,5145,4035,8,94,42,9623,1,1,1,2,1,1,14.4,7.1,27.2,18.9,285.5,76.1,939.8,21.9
TN,32,27.8,28.6,21.3,7.7,135915,86276,20361,116.1,61.7,1,2,63,259,383,3,100,3,535,27724,19155,54835,47598,36,893,643,13768127,1,1,1,2,1,1,15.3,14,31,25.9,252.4,73.2,1039.4,15.6
TN,32.159,25.51,28.393,25.557,10,2071,2322,561,53.6,10.7,1,2,3,7,12,3,5,3,5,535,539,1189,977,3,41,6,65669,1,1,1,1,1,1,12.4,2.6,32.4,19.2,289.3,74.6,1038.7,20.4
TN,34.421,28.886,31.462,26.655,11.2,1504,1841,466,23.1,23.1,1,1,7,5,4,3,3,3,3,438,461,837,671,3,22,7,10720368,1,1,1,1,1,1,12.6,10.2,27.5,15.9,260.5,74,1049.9,26.725
TN,33.7,25,36.4,23.8,11.9,16357,25153,5924,141.4,58.9,1,2,15,13,17,3,23,3,11,3767,5019,10041,7680,9,105,26,6023603,1,1,1,2,1,1,12.4,7.1,26.6,22,203.1,75.8,986.6,22.4
TN,28.9,21.8,24.6,28.4,9.1,13942,13949,2957,62.8,31,2,2,8,18,8,3,23,3,12,3326,4002,9126,7535,14,107,17,4012299,1,1,1,2,1,1,11.7,6.6,24.6,17.5,203,76.4,906.8,15.7
TN,40.5,30.6,32.5,36.8,9.4,6457,5167,1285,32.1,25,2,2,8,5,6,3,9,3,23,1682,1427,3453,3003,3,80,22,7980,1,1,1,1,1,1,15.7,12.5,30.8,24.3,268.3,74.2,1047.4,21.1
TN,30.945,26.319,27.064,23.123,8.538,959,824,253,26.1,13,1,2,3,7,4,3,3,3,3,240,407,492,403,3,13,5,0,1,1,1,1,1,1,15,3.7,40,24,244.4,74.6,1085,20.406
TN,33.024,27.362,30.301,27.663,10.263,1882,3182,904,56.9,11.4,1,2,3,7,13,3,7,3,3,515,760,1177,883,5,40,7,98274,1,1,1,1,1,1,10.7,9.4,32.7,19.1,233.5,75.5,966.5,23.446
TN,35.475,28.02,31.036,28.224,8.5,2715,1653,724,10.5,10.5,1,1,3,5,12,3,3,3,3,478,940,1212,988,3,53,21,1805,1,1,1,1,1,1,15.4,4.5,23,23.9,251.6,74.2,1039.3,26.38
TN,27.434,25.482,27.243,20.472,8.508,573,556,174,0,0,1,1,3,5,8,3,3,3,3,217,273,358,285,3,11,6,2022,1,1,1,1,1,1,11.9,9.6,38.3,20.8,229.8,74.2,922.3,17.111
TN,35.549,24.7,33.8,30.7,8.5,5644,5582,1441,52.8,27.7,1,2,5,7,4,3,3,3,3,1473,1563,2535,2019,3,44,11,94487,1,1,1,1,1,1,13.1,5,32.8,22.7,229.1,75.5,967.6,30
TN,34.5,21.3,27.8,27.6,8.1,12153,15795,3972,255.1,50.7,1,2,3,16,9,3,10,3,7,2815,4105,7351,5986,5,70,15,117826,1,1,1,1,1,1,11.9,10.8,21.9,19.2,231.6,75.5,964.9,23.2
TN,32.286,25.699,27.288,28.611,7.2,2242,2006,593,41.4,17.7,1,2,5,3,9,3,3,3,3,802,678,1130,902,6,32,10,96,1,1,1,1,1,1,11.6,8,22.6,18.6,287.5,75,977.5,20.882
TN,26,26.3,36.9,26.5,8.7,4189,4537,940,59.3,32.6,2,2,3,7,7,3,8,3,5,1078,1010,2194,1957,7,29,5,65342,1,1,1,1,1,1,12.6,8.4,21.7,23.8,217.5,76.1,930,27.7
TN,33.681,27.563,32.812,28.189,10.9,3468,3733,987,45.4,24.7,1,2,3,6,8,3,7,3,7,1056,1064,1565,1240,4,33,25,12831,1,1,1,1,1,1,12.7,7.1,25.3,27.9,246.7,74.2,1084.7,25.449
TN,17.8,15.2,20.2,17.2,5.6,11660,11884,1369,144.5,45.6,2,2,6,22,4,3,22,3,5,2730,3619,9512,8087,14,104,21,34314,1,1,1,1,1,1,11.1,4.2,17.6,19.5,178.2,78.8,805.3,7.9
TN,22.6,24,27.5,29.1,7.1,8813,8675,1795,41.8,20.9,2,2,15,14,11,3,27,3,10,2330,2647,6318,5251,22,153,72,52929,1,1,1,1,1,1,14.1,5.3,28,22.7,189.6,75.8,964.9,15.9
TX,29.6,27.113,31.529,27.9,10.1,7081,6521,1170,58.5,39,2,2,3,11,14,3,5,3,13,1289,1516,3174,2438,3,76,35,0,1,1,1,1,1,1,13.5,6.4,29.2,31.1,167.1,72,1136.1,17.5
TX,33.906,28.001,30.658,23.565,10.612,2343,1581,260,70.6,31.4,2,2,3,24,9,8,4,3,6,277,444,648,566,3,45,17,3085500,1,1,1,1,1,1,17.3,10.7,22,16.2,238.8,75.5,934.9,24.325
TX,38.4,35.7,31.379,26.2,8.9,14269,10120,2546,56.4,35.6,2,2,3,59,32,3,16,3,19,2198,1901,4189,3414,9,91,105,1043749,1,1,1,1,1,1,12.7,6.4,24.7,21.6,209.9,75,988.4,24
TX,31.047,27.98,30.815,24.116,16,4521,3835,514,44.6,16.2,2,1,3,7,19,3,11,3,11,585,742,1360,1029,3,79,30,34897,1,1,1,1,1,1,13.3,7,26.2,21.5,167.9,75.2,913.3,22.52466667
TX,23.547,21.68,23.232,17.698,6.654,1144,969,103,11,0,2,1,3,8,7,5,3,3,3,179,224,482,397,4,20,14,1448734.42,1,1,1,1,1,1,10.9,8.9,36.7,14.1,174.3,75.8,745.8,14.996
TX,26.561,24.321,27.769,18.722,8.177,339,363,33,0,0,2,1,3,3,5,3,3,3,3,44,75,119,93,3,7,3,17107481.12,1,1,1,1,1,1,15,12.385,44.188,30.665,137.6,76,794.6,15.919
TX,29.107,26.279,29.006,25.881,11.5,9030,3803,829,34.7,11.6,1,1,3,34,16,3,11,3,5,957,1300,2171,1897,3,74,48,2247143,1,1,1,1,1,1,15,8.8,20.3,14.2,208.7,76.5,935.8,20.991
TX,27.334,24.102,27.62,12.5,8.1,3865,3789,369,23,15.3,2,1,3,24,5,3,7,3,8,581,744,1386,1105,5,53,20,27616,1,1,1,1,1,1,12,5.7,30.7,21.7,270.5,77,904.4,18.086
TX,26.959,24.451,26.914,20.632,8.749,1665,1017,91,74.3,44.6,1,2,3,37,4,3,5,3,3,181,114,333,286,3,26,31,16345739.94,1,1,1,1,1,1,13.1,7.3,29.964,16.3,195.2,76.5,832.2,16.209
TX,22.538,21.175,24.471,20.018,5.967,3106,2628,353,20,10,2,1,3,16,7,3,4,3,3,407,584,1102,852,3,36,13,406615.26,1,1,1,1,1,1,11.8,7.6,27.8,17.8,176.9,78.1,785,14.062
TX,25.042,23.912,23.377,24.244,4.3,9100,6239,1075,28.6,15.7,2,1,3,18,26,3,35,3,10,1572,1377,3657,2974,6,94,100,348918,1,1,1,1,1,1,12.8,5.6,26.1,17.2,174.5,77,899.5,14.79
TX,29.84,26.503,27.37,21.574,11.9,778,935,110,52,26,2,2,3,9,5,3,3,3,5,90,133,212,160,3,14,9,383652.39,1,1,1,1,1,1,12.8,9.178,38,24.5,233,75.6,995.9,19.152
TX,26.887,24.884,26.878,22.534,11.2,5576,2994,587,33.5,24.3,1,1,3,12,8,3,13,3,3,793,1010,1807,1575,3,69,77,2137166.78,1,1,1,1,1,1,16.2,6.7,16.8,14.1,178.1,76.6,842.7,19.162
TX,27.3,25.3,20,31,7.9,40668,20751,3534,121.1,53.1,2,2,3,106,48,3,67,3,20,5907,4137,12343,10598,9,270,257,689148,1,1,1,1,1,1,19.7,7.5,28.2,19.9,213.4,76.7,871.8,16.7
TX,26.1,30.6,25.5,19.5,9.1,278220,144155,26490,94.6,61.2,1,2,5,239,269,3,251,3,341,36141,42681,76978,65712,48,827,812,1461504,1,1,1,2,1,1,13.8,7,24.3,18,198.5,76.9,849.8,19.2
TX,26.36,24.51,26.507,20.445,8.404,1400,2755,244,32.9,32.9,2,1,5,10,3,3,6,3,3,181,205,494,385,3,17,11,418518.18,1,1,1,1,1,1,10.3,5.7,26.537,19.4,150.5,77.8,826.1,16.115
TX,27.004,22.775,27.19,16.0945,9.122,109,209.13,19.0325,0,0,2,1,3,3,3,3,3,3,3,18,26,38,31,3,3,3,9198849.31,1,1,1,1,1,1,9.323,9.933,44.699,32.102,134.32,77,565.5,14.469
TX,32.144,26.366,28.079,25.017,8.472,2899,3242,409,33.2,22.2,2,2,3,43,6,3,14,3,5,408,446,981,750,3,55,24,424,1,1,1,1,1,1,11.9,8.2,25.9,20.3,248.6,75.2,974.9,20.82
TX,32.5,24.8,29.233,28.5,5.8,13480,11441,2428,102.6,46.3,2,2,3,33,44,3,16,3,7,2326,2589,4865,3881,5,150,56,192300,1,1,1,1,1,1,15.4,8.2,27.6,27.6,213.1,74.8,1020.5,19.7
TX,25.2,32,25.3,22.8,3.8,38780,22281,3364,85.5,25.9,1,2,8,37,29,3,26,3,13,7506,4806,14266,11767,9,753,109,41825219,1,1,1,2,1,1,13.3,5,29.2,22.5,184,76.1,944.2,16.9
TX,20.4,19.1,25.6,16.1,3.5,26643,10548,1437,102.4,39,1,2,5,34,50,3,48,3,29,3454,4331,8329,9879,10,154,124,1720824,1,1,1,1,1,1,11,4.4,24.5,19.4,181.5,78.5,839.3,8.6
TX,23.52,22.8,25.592,18.207,6.651,1937,1264,138,66.1,22,2,2,3,27,8,3,28,3,6,188,336,493,453,5,15,30,6574444.49,1,1,1,1,1,1,11.5,11.4,30.4,13.6,127.6,76.8,837.7,15.403
TX,26.253,24.074,26.576,20.22,7.943,471,351,26,0,0,2,1,3,5,3,3,3,3,3,41,53,87,70,3,9,3,25118152.5,1,1,1,1,1,1,13.7,11.951,44.29,31.808,188.6,76.3,949.9,15.454
TX,26.975,24.613,27.397,21.052,7.911,2386,1184,196,13,0,1,1,3,18,4,3,4,3,4,221,366,381,333,3,33,30,2532286.08,1,1,1,1,1,1,15.7,3.1,25.015,15.4,293.1,78.5,936.7,16.148
TX,22.2,27.897,31.429,24.3,14.3,6519,5790,1099,64.7,31,1,2,3,17,26,3,10,3,5,851,1082,2054,1729,9,43,27,472070,1,1,1,1,1,1,13.8,11.2,20.1,24.1,156.6,75.5,1004.1,23.5
TX,26.376,23.34,24.692,20.546,7.896,2869,2605,356,23.2,11.6,2,1,3,17,10,3,9,3,18,347,531,915,726,4,54,36,8517,1,1,1,1,1,1,12.1,6.5,17.1,23.6,169.1,76.6,849.7,16.067
TX,28.9,20.7,26.28,23.439,6.7,5769,5645,549,52.8,28.8,2,2,3,12,10,3,248,3,6,778,996,2295,1717,3,41,15,2888,1,1,1,1,1,1,11.7,6.8,30.2,19,134.6,77,819.5,20.2
TX,24.269,22.8,23.589,22.858,5.5,5905,3731,594,35.6,16.4,1,1,3,20,12,3,9,3,7,816,718,1894,1571,3,65,34,24289,1,1,1,1,1,1,12.5,7.4,26.9,21.6,148.2,76.4,848.2,15.069
TX,17,23.021,24.742,9.7,9.3,4121,2672,363,72.8,19.4,2,2,3,23,6,3,11,3,15,563,463,1055,852,3,100,83,17657780,1,1,1,1,1,1,12.8,3.6,21.2,17.4,183.3,76.6,886.1,14.144
TX,27.282,24.778,25.233,24.911,5.1,2242,2137,304,7.4,14.8,2,2,3,15,4,3,6,3,4,273,393,736,589,10,38,24,409669.9,1,1,1,1,1,1,10.9,6.6,14.8,19.7,255.3,76.2,896,16.237
TX,39.2,32,23.2,13.9,10.2,104791,33261,4846,61.9,16.7,1,2,13,102,62,3,90,3,30,10576,8905,17635,16282,14,398,538,47940,1,1,1,1,1,1,13.6,5,16.9,13.4,157.8,80.1,688.2,26.7
TX,32.206,26.109,28.315,22.497,8.804,2437,1989,377,81.7,24.5,2,2,3,17,7,3,4,3,20,306,286,626,507,6,25,7,810326,1,1,1,1,1,1,11.2,3.6,28.5,25.5,225,73.5,1098.8,21.243
TX,28.4,26.14425,28.203,23.135,8.937,810,963,82,0,15.2,1,1,3,9,5,3,9,3,3,137,211,349,287,5,21,9,5581,1,1,1,1,1,1,11.9,14.7,25.9,25.8,191.7,76,871,18.144
TX,30.3,28.116,32.45,26.038,11.2,4938,5162,1087,39.8,36.5,2,2,3,9,13,3,3,3,7,833,982,1642,1260,7,38,24,4796113,1,1,1,1,1,1,13,11,19.6,25.1,214.7,73.5,970.8,27.7
TX,28.133,25.26,27.665,22.354,9.405,2165,963,88,26.2,26.2,1,1,3,20,5,3,3,3,4,206,160,373,327,6,40,27,6992,1,1,1,1,1,1,15.3,3.3,23.9,18.9,201.3,76.8,892.5,17.892
TX,29.155,25.421,27.249,24.968,7.999,4021,1815,338,10.6,7,2,1,3,18,10,3,9,3,4,855,585,1493,1243,3,54,17,1144553,1,1,1,1,1,1,10.6,6.5,24,19.4,219.8,75.7,953.2,19.376
TX,19,19.8,23.556,23.89,3,9215,5705,1012,45.4,22.7,2,2,3,14,9,3,11,3,32,1147,1524,2522,2040,5,61,48,55249,1,1,1,1,1,1,13.7,7.4,20.8,22.1,194.1,75,991.2,15.003
TX,28.677,25.722,27.8,23.546,9.225,1152,1054,133,91.2,26.1,2,2,3,11,12,3,3,3,3,168,179,427,365,3,22,15,810765.69,1,1,1,1,1,1,11.5,7.5,21.4,27.2,234.6,75.2,993.1,18.077
TX,25.787,23.228,26.6,20.869,7.969,1506,1321,158,26.6,0,2,2,3,6,6,3,3,3,3,238,422,625,481,4,17,10,341952.09,1,1,1,1,1,1,10.1,9.2,19.6,17.5,234.1,75,841.2,15.616
TX,24.874,22.079,25.15,20.813,6.949,991,536,69,0,0,1,2,3,11,7,3,3,3,3,97,76,164,148,3,11,12,2505545.14,1,1,1,1,1,1,12.4,7.971,40.34,32.5,245.2,76.5,959.3,15.105
TX,25.748,21.421,25.068,17.89,6.356,645,715,62,0,0,2,1,3,5,3,3,6,3,3,68,102,197,162,3,10,6,848545.93,1,1,1,1,1,1,12.7,7.523,39.141,21.5,190.6,76,939.5,14.525
TX,30.4,26.856,28.678,24.487,10.083,1849,1983,244,34.6,23.1,2,1,3,22,4,3,3,3,3,204,232,472,355,6,18,7,1040190.73,1,1,1,1,1,1,13.1,12,16.6,21.3,177.4,75.4,1015.1,20.93
TX,17.1,20.7,20.5,15,3.3,63811,27487,3537,86.4,27.3,1,2,17,91,89,4,87,3,28,15186,11713,33815,27037,30,347,225,379019,1,1,1,2,1,1,12.6,4,21.1,15.9,157.4,79.7,752.8,11.4
TX,26.522,25.485,28.007,20.356,8.878,630,591,59,0,33.7,2,1,3,6,5,3,3,3,3,74,95,157,127,5,11,10,495778.42,1,1,1,1,1,1,12.3,10.091,40.063,27.662,203.7,75.2,930.7,16.80225
