CHSI_State_Abbr,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
CO,17.9,18.3,24.1,20.4,3.9,18749,18626,2962,90.9,44.7,1,2,8,21,11,3,47,3,4,3310,4104,9382,10265,10,88,18,196353,1,1,1,1,1,1,10.1,6.6,19.9,17.9,154.5,77.5,832,10.7
CO,26.818,21.933,26.735,16.382,8.35,115,269.91,23.0625,107.3,0,2,1,3,3,5,3,3,3,3,21,20,73,68,3,5,3,14485697.44,1,1,1,1,1,1,10.7,9.076,45.391,32.422,148.9,80.8,751.6,13.168
CO,21.114,12.1,23.706,20.027,7.6,1966,1257,242,52.2,29.8,2,2,3,18,4,3,6,3,3,367,267,926,1021,10,26,6,4783304,1,1,1,1,1,1,13.8,5.7,26.131,22.3,147.5,78.5,878.1,13.556
CO,16.1,17.8,24.193,22.5,5.7,4699,3404,555,84.8,40.4,1,2,6,64,9,3,13,3,7,679,754,1752,1893,8,83,40,934017.73,1,1,1,1,1,1,10.1,6.7,26,20.5,169.7,74.8,950.6,14.1
CO,28.6,18,21.3,21.4,4.2,6477,5422,709,72,56,2,2,3,7,6,3,9,3,3,887,1220,2676,2851,9,56,4,93712,1,1,1,1,1,1,11.2,4.4,27.1,16.2,131.4,78.3,776.8,16
CO,34.4,25.6,21.9,24.4,4.2,5406,3414,471,64.3,35.7,1,2,5,4,5,3,5,3,3,633,644,1873,2116,11,47,16,3540785,1,1,1,1,1,1,13.4,7.5,29.6,17.7,125,77.1,836.3,23.7
CO,21.2,26.7,23.178,17.2,1.6,4282,3378,707,51.3,35.9,1,2,4,27,6,3,12,3,8,620,669,1351,1509,6,77,25,8015,1,1,1,1,1,1,14.4,6.2,31.8,17.7,181.8,77.1,946.3,13.7
CO,21.658,19.596,21.836,16.2165,4.427,497,470,37,117.4,23.5,2,2,3,3,3,3,3,3,3,99,169,322,318,3,9,3,1473166.21,1,1,1,1,1,1,10.1,6.275,36.349,24.145,96.4,80.8,626.7,11.091
CO,15.6,15.9,18.309,20.4,2.5,2169,1020,249,17.7,5.9,1,2,3,16,5,8,10,3,3,427,464,1260,1258,10,24,10,5316906.45,1,1,1,1,1,1,14.3,5.8,29.4,23.2,118,81.3,673.1,8.9
CO,26.597,23.132,26.627,18.173,8.102,752,896,72,109,21.8,2,2,3,5,3,3,6,3,3,79,104,318,339,4,20,6,1494630.82,1,1,1,1,1,1,8.7,11,33.141,14.8,140.4,77.9,742.4,14.89
CO,8.4,4.2,7.2,14.2,2.1,1688,930,51,134.1,73.8,2,2,3,24,7,10,18,3,3,465,391,1180,1056,8,55,14,0,1,1,1,1,1,1,10.8,2.9,21.3,16.191,60.5,80.1,417.7,7.5
CO,25.286,23.791,25.796,14.1,9.3,3277,1756,300,72,50.4,1,2,3,23,4,3,4,3,7,380,423,922,1083,3,55,27,44807,1,1,1,1,1,1,12.6,7.7,22.6,23,147.1,75.7,884,16.534
CO,22.7,22.6,28.8,24.2,9,26093,20918,5046,86.6,49.6,1,2,5,19,28,3,27,3,10,4649,4569,10704,11787,11,137,58,950744,1,1,1,1,1,1,12.4,7.6,20.8,21.3,113.5,76.8,880.1,15.9
CO,24.803,21.29,24.6,18.835,7,958,691,109,67,67,2,2,3,5,5,3,3,3,3,145,114,427,489,5,17,5,6,1,1,1,1,1,1,10.7,8.1,32.048,21.905,162.1,78.5,871.1,12.3
CO,24.657,22.379,25.485,17,7.004,3061,1752,316,49.1,40.9,1,2,3,18,9,3,19,3,5,388,386,858,951,6,40,29,0,1,1,1,1,1,1,11.8,4.7,28.4,24.7,181.3,76.5,891.4,14.274
CO,10.8,10.9,16.3,16.9,0.7,2581,1126,158,107.9,42.2,2,2,3,22,8,3,15,3,3,540,509,1602,1649,12,88,11,980440,1,1,1,1,1,1,11.9,5.5,27.9,11.1,88.7,78.5,748.7,2.2
CO,22.872,22.015,23.479,18.698,5.885,1673,676,124,14.2,0,1,2,3,13,3,3,9,3,3,227,202,492,556,6,13,22,2153259.1,1,1,1,1,1,1,11.4,3.8,39.8,20.601,117.5,76.5,813.3,14.091
CO,28.578,26.898,27.14,24.103,8.119,155,54,12,0,0,2,1,3,5,3,3,3,3,3,38,20,46,42,3,3,3,51970736.79,1,1,1,1,1,1,12.1,13.057,44.952,35.714,226.432,74.8,1354.8,18.028
CO,21.452,20.221,22.819,17.763,5.183,951,278,29,124.8,27.7,1,2,3,8,5,3,3,3,3,228,207,564,516,3,12,6,22280389.52,1,1,1,1,1,1,10.1,0,33.291,24.489,143.6,80.8,591.4,11.875
CO,25.891,22.48,26.183,17.137,8.3,505,606,68,79.1,79.1,2,2,3,6,3,3,7,3,3,52,76,185,181,5,5,3,1667835.34,1,1,1,1,1,1,5.2,7.372,41.869,32.4,207,77.9,948.8,13.941
CO,10.2,7,11.4,17,0.6,3707,1041,104,116.5,48.2,2,2,3,35,7,13,16,3,3,655,657,1924,1880,6,75,18,8654809.62,1,1,1,1,1,1,12.5,5.6,26.044,14.8,69,81.3,435.5,5.9
CO,16.9,9.1,19.561,20.7,5.2,2930,1866,394,63.9,36.5,1,2,5,14,9,3,14,3,3,626,538,1602,1673,9,31,21,2950445,1,1,1,1,1,1,11.2,5.7,33.6,27.2,107,78.2,770.9,7.6
CO,23.302,11.4,22.813,18.634,5.542,935,817,62,0,21.6,2,1,3,5,3,3,5,3,3,110,116,336,352,6,7,5,1145071.53,1,1,1,1,1,1,12.6,6.775,34.059,17.2,211.3,77.9,858.2,11.765
CO,24.5,22,20.3,17.7,4.8,32985,16347,3033,55.9,23.1,1,2,7,34,18,3,43,3,6,5574,5254,15646,18793,20,216,114,802100,1,1,1,2,1,1,11.5,7.3,26.2,14.7,133.6,78.5,811.6,15.1
CO,19.86,13.8,21.47,16.92,3.7,1977,1510,130,112.4,30.6,2,2,5,8,3,3,7,3,3,199,264,680,741,15,40,8,729141.51,1,1,1,1,1,1,10.7,8.8,40.8,25.6,151.2,77.9,835.2,14.9
CT,20.6,16.3,24,16.4,5.1,87577,112954,11885,129.9,74.7,1,2,62,232,95,4,111,3,49,20249,17472,61937,56172,54,741,187,618859,1,1,1,2,1,1,9.1,5.3,27.5,17.9,153.1,79.2,705.3,12.3
CT,21.1,19.2,25.2,18.3,6.3,95398,122061,18369,130,79.7,1,2,62,183,87,3,112,3,52,23897,13885,61574,56940,50,657,180,1216709,1,1,1,2,1,1,10.4,6.3,25.1,18.1,147,77.8,753.4,11.8
CT,19.4,17.7,23.7,18.2,5.8,14599,25936,3558,77.3,51,1,2,15,25,13,3,18,3,6,4704,3755,13616,12125,16,139,24,474180,1,1,1,2,1,1,9.6,4.3,20.3,17.3,135,78.8,736.8,11.5
CT,18,18.8,25.2,18.3,5.2,11370,21120,2818,93.7,60.7,1,2,11,19,12,3,23,3,5,3854,4010,11674,10553,21,93,26,101702,1,1,1,2,1,1,9.7,4.6,25.7,18.1,131.2,79.2,725.8,11.1
CT,25.4,21,25.4,20.1,7.3,92560,114109,17691,143.8,59,1,2,63,249,87,3,94,3,42,23141,21587,59388,56189,47,651,146,1298747,1,1,1,2,1,1,10.6,6.8,26.2,17.6,144.3,78,765,13.6
CT,20.3,19.3,25.3,21.3,6.6,23723,34186,5204,75,56.3,1,2,21,56,26,3,43,3,9,6553,8486,18761,17581,30,208,70,811268,1,1,1,2,1,1,9.1,6.7,20.7,22,149.7,78.8,818.6,12
CT,17.8,18.7,20.2,18.7,4.2,11139,14365,1910,69.1,42.7,1,2,8,18,8,3,22,3,8,3374,2492,10524,11261,18,81,17,53392,1,1,1,2,1,1,9.2,4.8,20.7,19.5,155.3,78.7,711.4,9.2
CT,24.9,23.5,29.8,24.2,7.4,11524,13341,2836,57.8,31.9,1,2,8,13,10,3,32,3,3,3325,1793,8177,8035,10,87,16,262698,1,1,1,1,1,1,10.2,5.3,28.7,26,188,76.8,904.5,13.4
DE,26.9,25.2,28.6,24.6,8.5,17333,14922,3232,50.7,32.6,1,2,4,17,13,3,11,3,6,2670,3114,8167,9653,6,138,74,111209,1,1,1,2,1,1,12.9,11,22.8,19.7,217.2,75.8,907.6,14
DE,23,20.5,25.8,22.1,6.6,51503,56658,9842,97.3,46.5,1,2,15,71,72,3,52,3,38,12469,11659,30114,34566,49,362,629,7753266,1,1,1,2,1,1,13.6,9.4,25.5,21.3,186,76.5,857.3,12.2
DE,27.9,24.5,32.5,24.7,8.9,21623,30270,4295,63.4,14.2,1,2,5,35,21,3,34,3,12,3333,5203,10618,10978,10,162,61,4914341,1,1,1,2,1,1,13.2,8.5,26,21.6,184.5,76.5,837.8,16
DC,22.2,21.3,26.7,20.4,7.8,103768.34,63403,10262,227.6,102.8,1,2,19,289,116,3,58,3,251,19159,15471,39452,38591,21,455,435,39864,1,1,1,2,1,1,15.2,10.9,34.5,23.7,255.7,72,1024.9,12.2
FL,23.3,17.5,23.1,22,7.1,33617,22087,4869,220.7,97.4,1,2,3,41,38,3,27,3,22,3553,7283,12219,15278,14,281,144,2081744,1,1,1,1,1,1,12.7,11,27.1,18,125.1,76.4,892,10.9
FL,37.1,34.4,32.686,33.9,10.3,2735,1996,841,32.6,12.2,2,2,3,17,12,3,7,3,7,384,737,1275,1346,3,82,47,37659,1,1,1,1,1,1,12.9,8.9,33,25.6,259.5,70.2,1137.3,27
FL,23.7,20.5,22.4,24.7,6.9,21318,20927,4534,56.9,37.1,1,2,3,18,27,3,20,3,12,2962,6190,8648,8385,6,402,319,8367198,1,1,1,1,1,1,12.9,12.6,25.9,16,204.2,75.3,961.1,18.5
FL,32.2,25.9,29.485,21.8,8.1,3409,2734,741,21.3,24.9,2,2,3,9,11,3,6,3,7,419,1000,1558,1519,3,102,38,0,1,1,1,1,1,1,12.9,10.4,20.6,18.9,210.3,74.2,1045.2,13.5
FL,23.7,20.3,31.5,27.8,8.8,58996,90785,12695,71,40.8,1,2,20,79,45,3,38,3,20,9110,15071,29410,27814,23,767,232,859288,1,1,1,1,1,1,12.5,6.5,22.7,17.9,183.1,77.9,796.5,15.5
FL,25.8,18.8,24.8,18.4,7.1,264560,217263,27629,75.5,43,1,2,59,531,303,4,160,3,563,35063,56494,93982,90741,63,1241,672,1029246,1,1,1,1,1,1,12.9,6.5,24.5,17,181.6,78.3,748.2,13.5
FL,26.006,17,25.673,23.124,4.8,2015,1685,459,45.1,30.1,2,2,3,10,17,3,3,3,15,219,553,726,722,3,48,22,1409130.44,1,1,1,1,1,1,12.8,9.8,21,20,252.7,74.5,1009.3,15.5
FL,22.9,23.1,37.6,19.9,9.1,15876,37662,3811,66.7,27.3,1,2,4,13,10,3,13,3,4,2371,5075,9319,7812,8,222,41,2137957.86,1,1,1,1,1,1,11.6,7.1,20.8,15,165.4,79.5,680,14.9
FL,28.7,17.6,38.9,21.8,11.6,16855,33560,3961,52.8,21.6,1,2,8,23,23,3,15,3,11,1957,4843,7846,6849,4,149,46,13508356,1,1,1,1,1,1,10.4,6.2,26.9,17,211.4,76.7,873.7,19.9
FL,21.4,20.6,21.8,28.9,7.9,17984,15021,2731,70.7,41.5,1,2,6,13,11,3,21,3,8,2843,4770,8959,9192,9,220,95,450229,1,1,1,1,1,1,11.4,7.6,23.7,21.9,222.4,75.9,978,12.5
FL,21.3,19.8,29,17.6,8.4,35984,50728,3430,68.7,34.2,1,2,15,51,30,3,54,3,15,4550,9940,17017,15397,19,368,163,7896,1,1,1,1,1,1,11.7,5.5,14.9,12.2,108.9,81,581.9,13.3
FL,30.4,24.8,32.744,26.3,10.4,9336,7749,2132,43.7,25,1,2,7,11,12,3,6,3,9,983,3071,3400,3436,6,111,33,70,1,1,1,1,1,1,14.3,10.9,25.7,21.7,233.9,73.8,1068,23.9
FL,29.461,23.9,30.065,26,11.3,6924,4244,811,39.5,5.6,1,2,3,9,6,3,3,3,5,622,1032,1914,1975,3,62,43,12,1,1,1,1,1,1,13,7.7,21.6,12.3,180.7,77.6,767,23.6
FL,29.773,25.3,27.879,25.392,7.4,2414,2139,651,13.7,13.7,1,1,5,12,6,3,9,3,7,224,745,812,776,5,53,28,31280,1,1,1,1,1,1,11.8,11,23.4,16.5,202.5,74.2,969.1,20.621
FL,24.2,24.4,29.4,21,6.5,108555,81079,17218,107.9,39.6,1,2,45,154,225,3,119,3,219,17465,25590,42316,42938,30,1236,1338,11227930,1,1,1,1,1,1,14,10.3,28.8,23.2,196.8,74.5,992.8,15.2
FL,27.9,27,33.3,26.5,8.4,43450,38777,8158,86.3,44.8,2,2,15,47,67,3,41,3,23,5463,12146,15660,16317,9,423,531,40475023,1,1,1,2,1,1,15,11.4,25.3,19.5,177.5,75.2,952.9,18
FL,21.8,14.1,34.3,19.5,9.7,6658,15089,1769,35.3,17,2,2,9,10,4,3,5,3,4,1042,2702,4412,4003,5,75,6,247845,1,1,1,1,1,1,11.2,7.1,30.2,17.2,126.7,78.4,726.1,16.2
FL,22.713,11.9,23.578,20.957,2.7,1687,1578,303,59,9.8,1,1,3,5,11,3,7,3,6,202,374,565,520,3,34,31,4147990.22,1,1,1,1,1,1,11,19.6,25.6,22.1,178.4,74.5,979.1,13.031
FL,32.852,29.4,34.266,21.4,16.6,9187,5314,1743,38.8,21.5,1,1,4,9,10,3,4,3,20,839,1567,2410,2460,4,74,35,150,1,1,1,1,1,1,15,15.6,31.2,17.8,176,72.9,1039.4,22.6
FL,25.3,25.274,28.252,25.233,8.9,2396,1994,532,6.1,0,1,2,5,11,6,3,4,3,5,222,709,884,986,3,60,30,1179739.23,1,1,1,1,1,1,13,10,28.4,20.7,210,74.8,1003.7,19.653
FL,25.05,22.063,24.22,18.475,6.9,1872,854,142,0,0,2,1,5,19,4,3,3,3,5,214,350,635,600,3,45,17,0,1,1,1,1,1,1,10.9,4.2,20.9,19,214.5,76,834.2,14.495
FL,32.896,27.982,29.809,23.5,10.1,1955,2268,462,57.2,35.8,1,2,3,8,14,3,3,3,4,240,513,789,745,3,80,18,1267,1,1,1,1,1,1,12.5,13.6,22.3,33.2,258.3,74.5,1031,21.3
FL,35.673,28.348,30.951,26.72,10.57,2415,1523,481,57.2,21.5,2,1,3,5,8,3,3,3,21,219,556,758,771,3,47,13,403467,1,1,1,1,1,1,14.8,8.8,41.8,27.8,274.7,74.6,1088.3,26.579
FL,27.585,23.952,26.412,18.2,8.876,6307,2782,673,24.7,10.6,1,1,4,49,18,3,3,3,31,578,919,1431,1513,4,99,96,48936,1,1,1,1,1,1,12.3,5.3,29.1,15.1,200.3,77.6,812.7,18.9
FL,27.694,25.024,26.365,23.5,7.6,8529,3301,688,30.3,17.7,1,1,3,20,10,3,7,3,6,1289,1196,1936,2232,3,119,89,899227,1,1,1,1,1,1,13.1,6.7,22,15,269.4,76,943.7,18.694
FL,29.9,21.5,26.3,24.3,10.3,18239,37156,5472,53.7,17,1,2,7,20,22,3,17,3,8,2574,7540,9002,8177,5,164,66,113743,1,1,1,1,1,1,10.9,6.5,25.3,19.1,193.5,77.1,878.8,21.3
FL,28.2,20.7,42.7,21,9.6,15429,23512,2454,69.1,28.3,1,2,4,22,17,4,4,3,5,1550,2827,5404,4865,6,122,55,123311,1,1,1,1,1,1,12.9,9.8,22.2,15.5,175.6,78,733.8,19.4
FL,25.5,21.9,22.8,24.1,8,159922,117391,24446,88.5,35.9,1,2,43,351,310,3,107,3,280,20646,35542,58935,59662,48,1175,1071,2597715,1,1,1,1,1,1,13.1,8.7,25.2,20.8,213.4,76,893,16.8
FL,31.1,26.454,32.089,26.348,13.1,3321,2896,850,41.5,10.4,2,2,3,11,8,3,3,3,7,323,793,1052,1038,3,63,9,0,1,1,1,1,1,1,11.2,6.8,28.8,19.9,337.7,74.8,1066.2,24.658
FL,19.7,19,28,22.3,7.4,12963,30142,2509,82.4,44.3,1,2,7,30,19,3,20,3,11,2633,4049,7294,6593,13,211,22,285811,1,1,1,1,1,1,11.1,6.7,23.5,15,157.1,79.3,712,12
FL,34.2,24.3,30.834,23.5,6.8,6703,6854,2068,49,22.5,2,2,3,5,7,3,3,3,9,813,1966,2693,2677,4,74,26,473160,1,1,1,1,1,1,13.8,5.5,22.6,14.3,251.5,74.8,979.4,22.3
FL,16.4,18.4,24.44,16.3,6.3,1923,1810,423,41.4,13.8,2,1,3,9,14,3,3,3,26,219,577,810,762,5,50,20,3079784.67,1,1,1,1,1,1,12.8,10.9,32.1,20,198.3,73.8,995.3,16.8
FL,31.372,25.529,28.341,21.666,9.037,1190,603,130,25.1,12.6,1,1,3,3,7,3,3,3,5,98,183,441,444,3,30,9,1598,1,1,1,1,1,1,13.1,6.9,29.613,25.1,242.6,74.2,951.8,19.778
FL,23,21.4,34.4,24.4,7.8,31233,64659,6362,58.8,23.1,1,2,7,85,22,3,43,3,42,4088,8311,15559,13995,9,357,72,63915,1,1,1,1,1,1,12.7,6.4,24.9,18.6,174,77.7,772.5,17.6
FL,27.4,18.7,30.9,26.6,9.8,66178,95942,10168,58.4,31,1,2,16,96,70,3,34,3,29,7808,21528,30347,27584,17,606,327,115378,1,1,1,1,1,1,12.4,6.5,22.5,15.4,168.9,78.9,709.7,16.3
FL,20.6,16.2,19.6,20.1,4.6,32754,19717,3154,102.1,37.4,1,2,5,51,45,3,30,3,25,4400,6264,13143,15566,9,373,148,144954,1,1,1,1,1,1,13.9,11,29.7,19.3,140.1,76.8,897.5,10.6
FL,28.9,28.8,29.727,23.7,6.8,6477,5674,1351,31.6,13.2,2,2,3,19,10,3,4,3,5,620,1851,2064,1999,5,57,58,251067,1,1,1,1,1,1,12.1,7,19.9,20.1,189.9,74.8,1020.2,20.5
FL,25.257,21.765,23.474,19.339,7.3,1042,711,243,0,12.9,1,1,3,3,4,3,6,3,3,107,274,431,424,3,33,15,23999,1,1,1,1,1,1,12.1,8.3,44.9,17.7,192.1,76.8,1025.4,14.7
FL,33.857,28.689,32.057,24.036,17.2,3163,2637,690,36.7,10.5,1,1,3,10,13,3,3,3,23,370,782,1017,1038,5,51,13,1166797.43,1,1,1,1,1,1,14.6,10.8,23.5,20.8,236.9,74.6,954.2,26.11566667
FL,26.9,18.4,31.1,21.5,8.2,36466,50092,5484,66.8,29.7,1,2,10,70,46,4,52,3,43,4548,9522,16893,15533,11,321,62,1658571,1,1,1,1,1,1,13.2,7.2,17.4,16,178.7,78.2,729.2,17.7
FL,26.1,23.7,35,25.2,9.4,41468,63902,8769,48.8,25.4,2,2,10,37,61,3,34,3,20,4452,13640,16858,15722,16,305,226,181644,1,1,1,1,1,1,12.6,9,28,20.5,204.8,76.7,863.1,19.8
FL,24.2,13.9,26.4,22.1,6.4,14138,32406,2453,77.3,49.4,1,2,4,23,17,3,14,3,7,2423,5082,7972,7066,4,187,32,1030917,1,1,1,1,1,1,12.5,8.6,20.5,12.8,142.9,79.6,673.2,10.3
FL,34.6,19,24.2,17.6,8.1,485473,287005,34348,111.5,47.1,1,2,17,718,415,3,229,3,887,48143,1474332,124730,124789,82,1946,1094,827832,1,1,1,2,1,1,11.9,5.9,22.3,19.2,216.2,77.6,761.6,18.4
FL,21.2,20,26.3,26.4,7.2,10211,9717,1435,68.1,43.2,2,2,4,42,24,3,13,3,13,1327,2573,4435,3676,8,132,35,63,1,1,1,1,1,1,9.5,5.1,21.7,20.8,129.7,77.5,818.3,15.2
FL,24.5,28.2,28.23,24.2,9.8,6260,7843,1497,43.2,21.6,2,2,7,14,18,3,6,3,4,1083,1924,3495,3379,14,138,81,4144711,1,1,1,1,1,1,12.6,8.3,24.2,19.2,200.6,75.5,980.2,15.6
FL,19.3,20.7,28.5,22,7.6,21753,23096,3631,92.2,50.5,2,2,10,30,37,3,10,3,7,2828,6159,9604,9471,5,296,70,146327,1,1,1,1,1,1,11.7,9.1,25.5,19.2,185.4,76.6,925.8,14.3
FL,39.6,28.2,30.545,28.157,8.5,7655,5966,1185,52.7,20.1,1,1,6,51,13,3,3,3,6,822,1309,2093,2127,7,94,48,0,1,1,1,1,1,1,12.5,6,20,22.4,262.1,74.6,916.1,22.9
FL,25.9,19.5,23.6,19.8,7.2,157645,91188,19222,90.5,34.1,1,2,46,283,257,3,96,3,312,19843,32289,52803,54345,35,1110,787,8865738,1,1,1,1,1,1,15.1,7.5,26,19.2,190.3,76.9,861.6,14.4
FL,29,22.2,19.7,23,7.3,33602,20397,5164,43.6,13.4,1,2,9,33,16,3,13,3,13,4085,7730,11977,12262,8,241,81,8626,1,1,1,1,1,1,14,6.5,25.2,15.9,188.8,76.8,834.5,15.6
FL,23.4,18.3,27.8,20.1,7.8,159195,228250,18435,82.9,51.2,1,2,48,256,232,3,114,3,232,24841,34504,69436,64531,51,1061,439,1959545,1,1,1,1,1,1,13.3,7.4,21.5,16.2,161.3,79.1,694.4,15.7
FL,24.9,23.1,34.8,23.6,8.1,49412,75344,11748,50.8,18.6,1,2,21,68,67,3,48,3,28,7154,18137,23811,22075,15,536,212,846564,1,1,1,1,1,1,12,6.6,23.6,19.4,190.8,76.7,837.1,17
FL,24.2,19,28.4,22.5,8.5,109940,173134,24648,87.3,51.5,1,2,38,219,269,3,110,3,250,18082,47517,52056,46679,39,906,537,879101,1,1,1,1,1,1,12.2,7.6,23.6,17.3,171.7,77.2,823.3,16.1
FL,32.9,27.9,29.2,22.2,9.2,79871,79346,14262,54.3,22.3,1,2,40,499,184,3,64,3,102,10221,19259,28703,28344,18,698,442,7128634,1,1,1,1,1,1,12.8,8.4,24,19.1,216.6,76.5,832.5,21
FL,29.6,30.5,32.4,27,11.6,13304,11425,2795,43.5,15,1,2,7,15,31,3,22,3,22,1373,2609,3897,3819,4,175,120,10302178,1,1,1,1,1,1,13.6,9.8,26.1,20.8,189.9,73.7,1037.2,24.5
FL,22.2,16.8,27.3,20.1,6.4,12404,20433,2823,84.2,28.5,1,2,5,32,15,3,26,3,4,2311,5095,8911,8694,4,175,52,75487,1,1,1,1,1,1,12.4,6.5,21.2,16.4,116.4,78,759.3,11.9
FL,25,23,34.7,28.3,10.4,29919,38041,6214,41,21.1,1,2,3,30,38,3,26,3,14,4962,8643,13197,12608,14,237,93,559916,1,1,1,1,1,1,12.9,5.7,24,18,185.1,76.8,788.3,17.6
FL,24.6,19.3,24.6,27.3,4.8,15347,14882,3139,65,20.3,2,2,6,13,15,3,10,3,7,2264,5550,7635,7605,4,193,66,2703570,1,1,1,2,1,1,13.4,5.8,21.7,20.1,168,76.4,875.9,14.9
FL,21.6,18,28.5,20,6.4,31428,98574,7475,85.7,53,1,2,27,46,44,3,32,3,45,5277,12532,21347,18238,17,351,128,43288,1,1,1,1,1,1,12.4,5.1,22.5,15.4,130.4,79.6,668.7,14.7
FL,19.4,16.3,24.8,23.3,6.3,49258,35452,5992,67,37.1,1,2,15,60,55,3,35,3,25,7621,15334,21296,21208,11,463,152,5114,1,1,1,1,1,1,13.1,5.5,23.4,16.6,207.8,78,840.7,12.5
FL,22.9,32.6,28.356,14.4,12.9,8049,7170,1460,21.8,9.3,1,1,4,31,13,3,7,3,11,825,2272,3766,3378,3,104,43,274227,1,1,1,1,1,1,13.4,11,18.3,19.3,233.8,78.3,804.3,16.7
FL,37.6,31.8,32.547,29.9,7.2,6295,6239,1426,15.5,15.5,2,1,3,8,5,3,3,3,13,600,1478,2082,2038,3,62,18,1357079,1,1,1,1,1,1,13.3,12.4,20.9,21.6,193.3,74.2,1014.7,24.1
FL,33.2,30.8,29.87,25.122,13.5,2972,2593,634,40.8,10.2,1,2,7,23,14,3,4,3,28,386,679,1061,1046,3,72,29,1910227,1,1,1,1,1,1,11.9,8.1,40.7,18.9,273.8,73.8,1079.9,21.3
FL,32.08,21.2,26.484,24.592,4.4,1486,996,339,60.3,13.4,2,2,3,14,16,3,3,3,13,204,386,843,816,5,58,44,264,1,1,1,1,1,1,12.2,7.1,30.835,22.5,315,70.2,1675.3,18.579
FL,27.2,21.9,31,29.1,9.2,64065,90841,13608,65.5,32.9,1,2,19,74,80,3,57,3,35,8603,13936,27296,25952,15,594,299,790804,1,1,1,1,1,1,11.4,5.7,23,19.6,172,77,851.2,17.7
FL,21.2,23,23,22.888,6.7,3482,2669,642,17.7,0,1,1,4,11,10,3,10,3,6,370,1095,1535,1529,4,100,61,6800,1,1,1,1,1,1,10.3,9.9,15.4,17.3,188.6,76.8,944.4,11
FL,28.9,19.5,32.2,25.2,8.8,6954,4885,1172,29.8,11.9,2,2,4,14,15,3,5,3,6,721,2207,2780,2615,3,80,27,0,1,1,1,1,1,1,12.3,5.5,22.3,17.1,268.5,75.7,930.6,21.9
FL,35.4,32.7,32.633,20,13.4,3573,2947,918,35.9,22.4,2,2,3,15,12,3,3,3,9,361,967,1216,1176,3,53,16,1010737.23,1,1,1,1,1,1,12.1,10.1,24.4,24.2,240.5,74.8,950.6,30.1
GA,30.958,26.9,30.344,23.297,9.2,3525,1917,613,55.7,11.1,2,2,7,10,6,3,3,3,25,548,639,1064,896,3,112,36,46769,1,1,1,1,1,1,11.9,13.5,20.7,23.6,155.8,72.9,1087.2,20
GA,30.558,26.497,29.152,22.127,8.1,1894,799,277,12.5,12.5,1,1,3,4,3,3,5,3,9,202,229,446,398,3,47,15,394309,1,1,1,1,1,1,11.3,8.7,30.289,23.547,182,73.1,1179.8,19.258
GA,34.128,26.098,29.442,26.102,6.9,1915,1114,420,96.3,9.6,2,2,3,4,4,3,3,3,12,262,339,620,521,3,76,21,9846,1,1,1,1,1,1,9.6,5.4,28.3,24.6,320.8,72.9,1239.2,24.882
GA,25.1,23.67,25.549,19.075,8.734,966,341,98,0,0,1,1,3,5,4,3,3,3,7,97,113,251,222,3,14,10,6747537.38,1,1,1,1,1,1,11.8,9.157,39.237,26.909,179.3,75.1,871.5,15.876
GA,19.6,28.2,31.03,17.8,10.9,5693,4446,1772,90.6,35.4,2,2,7,14,43,3,3,3,4,1122,1313,2819,2628,4,92,23,227100,1,1,1,1,1,1,15.1,14.9,22.6,13.2,213.4,73.9,1040.1,21.8
GA,29.245,24.395,28.167,26.766,9.3,2550,1229,386,12.5,0,2,2,3,17,7,3,4,3,3,362,637,969,803,8,31,9,0,1,1,1,1,1,1,8.9,5.2,21.7,15.1,219,75.3,942.1,20.439
GA,30.6,25.1,29.9,32.7,8.9,5988,4323,1212,33.4,11.7,1,2,9,19,18,3,13,3,3,1330,1494,3493,3000,10,53,20,86351,1,1,1,1,1,1,11.8,5.8,21.1,17.9,164.7,75.3,1007.6,18.2
GA,26,30.8,27.7,29.3,10.2,11493,7591,2188,48.2,16.8,2,2,9,36,25,3,10,3,10,2549,2101,5197,4422,22,115,40,20767553,1,1,1,1,1,1,11,6.6,24.8,20.6,170.7,74.1,1037.7,16.4
GA,26.4,31.5,29.051,23.3,10.9,3539,2305,665,34.7,34.7,2,2,3,15,13,3,3,3,23,481,534,1007,873,3,141,52,10429,1,1,1,1,1,1,16.2,12.2,27.6,26.4,197.2,73,1124.4,20.1
GA,32,26.1,26.82,23.599,7.1,2946,2082,598,41.9,12,2,1,3,13,8,3,3,3,17,378,525,995,845,5,106,36,573707,1,1,1,1,1,1,11.4,9.5,24.9,17,198.1,73.1,1076.3,10.8
