State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
33,7,Coos,New Hampshire,NH,30,28,23.6,28.7,27.9,7.3,3379,6192,1228,109.9,29.7,1,2,5,6,8,3,20,3,3,695,897,1936,2252,15,40,5,838888,1,1,1,1,1,1,8.4,5.8,26.4,23.8,221.2,76.2,901.6,15.7
33,9,Grafton,New Hampshire,NH,17,17.8,20.4,22.1,18.8,5.6,7844,11414,1716,279.8,54.3,1,2,10,13,6,3,78,3,3,1346,1518,4819,6671,24,101,19,14382,1,1,1,1,1,1,7.6,5.5,28,18.2,167.1,78.7,745.9,9.5
33,11,Hillsborough,New Hampshire,NH,9,21.3,20.5,22,21.5,5.8,32829,40492,7625,87.7,50.6,1,2,24,57,61,3,110,3,25,8559,8087,21708,26965,47,310,88,234136,1,1,1,1,1,1,9.2,4.1,23.7,20.2,182.3,78.4,772.9,9.8
33,13,Merrimack,New Hampshire,NH,11,19.6,20,23.3,21.2,6.2,10264,16743,3129,107.6,51.1,1,2,11,12,7,3,69,3,10,2487,3829,8167,10391,16,96,17,3109703,1,1,1,1,1,1,9.2,5.8,26.5,20.4,177.2,78.2,784.1,11.2
33,15,Rockingham,New Hampshire,NH,9,20,21.1,22.2,21.5,5.8,20311,30222,4961,75.6,49.8,1,2,15,32,25,3,47,3,16,7194,6066,16126,19323,28,226,72,1000973,1,1,1,1,1,1,9.8,3.8,28,19.4,156.7,78.6,757.5,9.7
33,17,Strafford,New Hampshire,NH,11,22.5,20.2,26.1,23,6.4,9841,12853,2576,73.9,42.9,1,2,10,9,6,3,30,3,6,2309,1610,6591,9289,16,74,17,26881,1,1,1,1,1,1,9.4,4.3,26.7,18,169.5,78.1,791.7,12.2
33,19,Sullivan,New Hampshire,NH,26,20.1,21.8,25.2,25.1,6,3312,6182,1127,86,37.2,2,2,4,6,8,7,18,3,3,653,937,2417,2835,11,36,4,1498,1,1,1,1,1,1,10.7,9.7,23.4,18.2,178.1,77.3,824.6,11.9
34,1,Atlantic,New Jersey,NJ,16,29.3,25.8,28.7,24.5,9.3,34462,33917,5591,73.1,42.8,1,2,13,71,87,3,67,3,13,7132,5681,13902,13480,14,230,34,163406,1,1,1,1,1,1,13,9.6,31.5,24.5,228.4,75.5,981.1,16.7
34,3,Bergen,New Jersey,NJ,2,23,16.2,26.4,16.6,5.6,85582,128345,11133,154.8,106.7,2,2,37,177,184,3,107,3,45,17216,12515,47363,42982,53,679,154,360047,1,1,1,1,1,1,11,4.4,27.8,20.3,162.5,79.9,691.3,11.7
34,5,Burlington,New Jersey,NJ,10,25.2,21.8,24.6,21.1,7.1,36226,53956,7184,81.4,51,1,2,14,60,49,4,50,3,25,9015,11577,23382,22476,17,276,245,1441216,1,1,1,1,1,1,11.9,5.4,26.4,22.9,191.5,77.6,861.4,11.9
34,7,Camden,New Jersey,NJ,3,28.5,24.1,26.8,23.3,7,68258,62211,10632,98,57.9,1,2,25,113,107,3,55,3,116,12577,14440,26197,26279,20,353,328,70294,1,1,1,1,1,1,13.1,9.9,30,24.2,197.1,75.8,921.3,17.3
34,9,Cape May,New Jersey,NJ,18,27.3,19.9,34.2,24.1,9.5,11062,19628,2624,42.3,49.4,1,2,6,44,28,3,29,3,3,3756,2183,5340,4839,16,190,36,451325,1,1,1,1,1,1,11.4,8.9,33.3,26.6,201.8,76.6,869,15.9
34,11,Cumberland,New Jersey,NJ,6,31.9,24.5,31.1,26.6,12.7,22848,18366,4283,55.5,39.8,1,2,11,17,41,3,19,3,11,4385,4103,7845,7760,8,115,50,491864,1,1,1,1,1,1,13.4,11.3,26.2,22.1,223.6,74.7,992.8,19
34,13,Essex,New Jersey,NJ,3,30.6,25.2,26.9,17.8,7.8,119907,84961,15622,138.3,70.9,1,2,47,232,209,3,93,3,384,20443,10344,39494,39507,36,674,478,168471,1,1,1,1,1,1,14.1,8.6,31.2,21.4,192.8,74.7,899.8,17.7
34,15,Gloucester,New Jersey,NJ,12,24.5,22.4,25.8,22.8,8.1,27862,28435,4953,47.3,32.1,1,2,9,33,35,3,38,3,8,6338,5718,14245,14514,19,162,55,1413547,1,1,1,1,1,1,12.3,6.5,32.1,27.6,200.4,76.7,962.7,13.6
34,17,Hudson,New Jersey,NJ,3,33.7,21.2,24.2,20.3,6.3,115257,60422,9975,78.7,46.9,1,2,20,129,107,4,58,3,169,15746,11417,31518,30173,22,465,308,4682344,1,1,1,1,1,1,12.9,7.4,27.6,21,204.1,76.7,807.2,19.5
34,19,Hunterdon,New Jersey,NJ,11,16.2,15.6,22.1,15.3,5.8,9116,13853,1732,133.4,62.1,2,2,6,18,15,3,27,3,6,2127,2112,6767,6330,11,97,26,14825,1,1,1,1,1,1,9.9,3.4,30,23.2,127.8,79.5,717,8.9
34,21,Mercer,New Jersey,NJ,9,24.1,19.7,27.2,17,6.8,39204,44350,7922,116.6,57.6,1,2,22,55,55,3,47,3,15,7419,6669,18877,19151,33,328,333,3172275,1,1,1,1,1,1,13.3,6.5,29.1,20,174.7,77.1,797.4,14.5
34,23,Middlesex,New Jersey,NJ,2,25.1,19.1,24.2,17.1,7.1,93273,86470,11451,132.7,57.6,1,2,40,171,93,4,85,3,46,17241,11772,40772,39877,43,571,177,1710586,1,1,1,1,1,1,11.4,4.8,28.2,20,179,78.3,740.4,12.5
34,25,Monmouth,New Jersey,NJ,2,22.1,17.1,25.2,20.3,5.5,60107,79307,10050,133.3,73.6,1,2,32,112,91,3,80,3,26,12981,9634,32425,31125,28,449,104,18314,1,1,1,1,1,1,11.6,2.9,31,24.3,184.7,77.6,832.2,10.7
34,27,Morris,New Jersey,NJ,9,20.5,16.3,23.5,15.8,5.4,42395,56347,5631,132.3,85.8,1,2,20,89,60,3,45,3,21,8608,5194,25163,23114,42,328,124,321785,1,1,1,1,1,1,10.1,3.6,29.2,20.2,162.3,79.3,750.5,9.8
34,29,Ocean,New Jersey,NJ,10,28.4,22.8,29.3,21.5,8,57317,111640,10963,52.5,42.8,1,2,38,56,66,3,65,3,17,11239,12263,29304,26603,34,346,193,20515,1,1,1,1,1,1,10.8,3.6,27.3,22.7,199.5,77.8,797.5,17.3
34,31,Passaic,New Jersey,NJ,4,31.2,21,24.8,19.1,6.9,81227,55692,9198,82,53.7,1,2,26,95,103,3,43,3,37,12852,7798,24770,24858,23,463,153,730534,1,1,1,1,1,1,12.9,6,28.8,20.7,187.8,77.1,818.4,20.5
34,33,Salem,New Jersey,NJ,18,36.3,26.8,28.8,24,7.1,7266,9124,1566,40.7,31.7,1,2,9,17,7,3,18,3,7,1520,1197,3439,3356,7,103,29,5450858,1,1,1,1,1,1,11.7,7.2,29.7,27.3,224.9,75.3,963.9,18.3
34,35,Somerset,New Jersey,NJ,9,19.3,17.1,24.2,15.2,4.7,26858,29719,3066,136.3,77.5,2,2,23,54,33,4,42,3,14,5782,3797,16210,14762,23,213,101,68379,1,1,1,1,1,1,10.8,2.8,29.4,20.1,155,79.5,751.5,9.5
34,37,Sussex,New Jersey,NJ,12,23,22.5,25.6,23.2,5.3,13059,14052,2556,49.6,47,1,2,11,15,11,3,35,3,8,3164,1648,7795,7607,20,116,25,16351,1,1,1,1,1,1,9.4,4.4,30.9,27.6,204.3,77.6,836.5,13.5
34,39,Union,New Jersey,NJ,10,28.1,20.7,25.8,19.2,7.5,68444,67841,8867,99.3,71.1,1,2,21,50,52,3,63,3,47,12660,7771,26910,25781,16,359,134,2753279,1,1,1,1,1,1,11.7,6.1,25.4,21.5,174.7,77.7,776.2,15.6
34,41,Warren,New Jersey,NJ,46,26.3,24.5,24.8,19.3,6.7,9745,14193,1886,63.4,44.4,1,2,11,19,22,3,21,3,9,2235,2973,5671,5328,11,135,25,485833,1,1,1,1,1,1,10.9,5,21.7,19,195.1,78,802.9,15
35,1,Bernalillo,New Mexico,NM,3,18.9,17.5,20.2,21,5.4,110478,64019,11097,131.4,47.1,1,2,58,126,179,3,126,3,168,14945,16746,38333,36833,41,488,380,156467,1,1,1,1,1,1,12.7,6.1,22.3,16,137.6,77.7,814.8,14.3
35,3,Catron,New Mexico,NM,87,26.7,16.1,-1111.1,16.6,3.1,948,674,120,0,0,1,1,3,4,6,3,3,3,3,100,77,239,202,3,5,4,-2222,1,1,1,1,1,1,15.5,-1111.1,-1111.1,-1111.1,142.3,77.4,685.1,17.4
35,5,Chaves,New Mexico,NM,8,30.2,24.1,27.2,23.9,9.4,15927,8480,1615,72.7,25.9,1,1,6,13,80,3,13,3,12,1596,1850,3806,3881,4,123,54,12338,1,1,1,1,1,1,12.1,7.2,20,16.6,176.1,76,917.6,23.3
35,6,Cibola,New Mexico,NM,77,28.3,26.6,17.5,23.7,10.5,6608,2244,537,54.3,25.3,1,1,8,5,13,3,17,3,5,703,942,1692,1708,3,44,44,-2222,1,1,1,1,1,1,13.7,7.6,15.8,16.1,123.4,76.1,902.5,21.3
35,7,Colfax,New Mexico,NM,85,24.5,20.4,21.4,21.5,8.4,3255,2262,348,87.2,29.1,1,2,3,13,10,3,39,3,3,380,401,902,825,5,22,11,222,1,1,1,1,1,1,13.5,2.8,23,21.1,160.7,78.4,774.6,17.7
35,9,Curry,New Mexico,NM,51,26.4,22.4,18.6,25.1,5.3,10615,5050,1046,54.5,45.8,1,2,3,17,26,3,18,3,5,946,1586,2725,2789,4,117,56,12828,1,1,1,1,1,1,13.6,7.6,21.1,15.8,271.5,76,916,19.3
35,11,De Baca,New Mexico,NM,87,-1111.1,-1111.1,-1111.1,-1111.1,7.5,565,492,46,99.2,49.6,1,1,3,3,6,3,6,3,5,51,35,137,123,3,10,5,-2222,1,1,1,1,1,1,15.2,-1111.1,-1111.1,-1111.1,207.3,77,785.3,15.5
35,13,Dona Ana,New Mexico,NM,7,27.7,22.6,19.9,18.3,6.9,49613,19135,3031,60.2,26.4,1,2,8,39,30,3,20,3,29,5006,5484,11446,12264,13,237,240,119012,1,1,1,1,2,1,12.5,5.3,22.8,19,161.7,78.5,782.1,20.8
35,15,Eddy,New Mexico,NM,8,30.7,29.9,27.4,25.2,9.4,11664,7121,1450,40.8,27.2,1,2,4,12,23,3,10,3,8,1216,1730,3196,3137,3,94,33,330098,1,1,1,1,1,1,12.8,8,24.7,22.2,209,75.2,975.1,21.6
35,17,Grant,New Mexico,NM,51,23.4,20.2,26.5,20.3,9,7021,5031,884,104.2,23.5,1,2,3,15,24,3,7,3,3,766,969,1929,1803,6,58,37,4427803,1,1,1,1,1,1,11.5,6.6,18.6,20.9,131.2,76.6,836.3,20.7
35,19,Guadalupe,New Mexico,NM,86,-1111.1,20.1,-1111.1,-1111.1,-1111.1,1164,645,166,22.9,0,1,1,3,8,6,3,7,3,3,141,145,292,274,3,11,17,-2222,1,1,1,1,1,1,14.2,5.8,-1111.1,-1111.1,200.5,77,869.1,-1111.1
35,21,Harding,New Mexico,NM,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,170,210,23,0,0,1,1,3,3,5,3,3,3,3,15,24,53,46,3,5,5,-2222,1,1,1,1,1,1,-1111.1,-1111.1,-1111.1,-1111.1,153,78.4,652.3,-1111.1
35,23,Hidalgo,New Mexico,NM,86,25.5,24.9,-1111.1,-1111.1,9.6,1491,719,131,0,0,1,1,3,11,5,3,3,3,3,143,146,317,316,3,11,21,-2222,1,1,1,1,1,1,11.2,5.4,-1111.1,-1111.1,248.9,76.6,829.2,-1111.1
35,25,Lea,New Mexico,NM,8,34.6,27.5,22.4,29,7.3,12482,6530,1269,42.3,17.6,2,1,3,19,38,3,24,3,9,1154,2122,3432,3525,3,83,49,224670,1,1,1,1,1,1,12.9,5.7,21.4,18.4,216.4,75,968.4,23.3
35,27,Lincoln,New Mexico,NM,87,22.8,15.6,30.5,22.8,6.7,5098,3367,423,61.9,28.6,1,1,3,26,17,5,14,3,3,481,561,1403,1252,6,50,13,-2222,1,1,1,1,1,1,12.7,6.1,27.3,14.9,140.1,76.8,745,16.3
35,28,Los Alamos,New Mexico,NM,37,12,12.8,19.7,11.1,3.1,2762,2114,118,143.4,74.4,2,2,5,9,7,3,58,3,3,327,377,1233,1121,6,48,7,8902,1,1,1,1,1,1,10.5,4.7,20.9,14.4,106.9,79.6,648.3,8.6
35,29,Luna,New Mexico,NM,74,35.9,25.3,31.7,22.3,9.3,8282,4402,654,30.2,18.9,1,2,3,58,11,3,9,3,4,1691,870,1617,1595,3,76,81,0,1,1,1,1,1,1,12.6,7.7,25.4,16.3,222,76.6,844.2,29.3
35,31,McKinley,New Mexico,NM,8,22.4,26.8,17.9,17,10.4,25653,5273,1099,86.2,37.5,1,1,25,14,28,3,33,3,37,2049,2569,3958,4581,3,170,227,603198,1,1,1,1,1,1,16.4,9.7,22.5,19.1,120.9,74.5,955.7,19.2
35,33,Mora,New Mexico,NM,88,21.1,20.6,-1111.1,24.7,15.5,1547,737,203,0,19.6,1,1,3,8,3,3,3,3,3,245,151,338,323,3,12,5,-2222,1,1,1,1,1,1,12.5,-1111.1,-1111.1,-1111.1,141.5,78.4,797.5,24.8
35,35,Otero,New Mexico,NM,23,22,24.8,23.2,25.2,8.4,14664,7109,1135,51.9,17.3,1,2,3,10,25,3,11,3,3,1421,1735,3929,3932,7,80,36,84031,1,1,1,1,1,1,11,6.5,27.9,19,207.4,77.7,855.8,17.6
35,37,Quay,New Mexico,NM,88,35.3,24.8,24.3,27.7,6.7,2663,1802,326,75.6,21.6,1,1,3,14,22,3,8,3,3,232,319,612,560,5,19,10,-2222,1,1,1,1,1,1,11,8.5,28.7,17.3,235.2,77,952.8,24
35,39,Rio Arriba,New Mexico,NM,77,28.3,19.7,16.8,25.4,7.7,10402,4385,1266,49,22,1,2,5,13,44,3,53,3,6,1373,1105,2518,2464,4,66,25,-2222,1,1,1,1,1,1,11.7,6.5,16.3,19.9,157.6,74.2,914.1,21.4
35,41,Roosevelt,New Mexico,NM,66,33.8,20.5,22.5,24.1,6.8,4828,2170,396,21.9,16.4,1,2,3,40,22,3,5,3,9,388,501,1106,1256,6,88,41,1684,1,1,1,1,1,1,10.4,5.9,19.7,16.8,207.4,77,826.3,19.2
35,43,Sandoval,New Mexico,NM,20,21.7,22.9,21.2,20,6,17681,10133,1688,66.1,14,1,2,8,19,22,3,25,3,8,2534,3174,6710,6639,26,156,92,47700,1,1,1,1,2,1,12.1,5.9,24.5,20.2,110.6,79,711.3,14.9
35,45,San Juan,New Mexico,NM,7,21.6,22.3,21.7,23.5,5.9,29795,10753,2138,53.9,30.9,1,1,11,15,25,3,39,3,26,3026,4322,7501,8006,8,119,78,12401997,1,1,1,1,1,1,11.6,5.9,21.3,17.8,144.3,76.4,867.9,17.6
35,47,San Miguel,New Mexico,NM,77,26.7,21.5,19.1,26.5,7,7797,3426,1100,84.7,16.9,1,2,4,9,11,3,16,3,3,888,1109,1877,1896,3,44,24,-2222,1,1,1,1,1,1,12.9,3.2,13.8,19.2,169.6,75.8,895.2,22.5
35,49,Santa Fe,New Mexico,NM,14,18.1,14.7,18.6,19.7,4.2,26794,14468,2496,116.4,47.6,1,2,6,14,29,3,36,3,11,3213,3344,9287,8487,8,103,46,0,1,1,1,1,1,1,10.7,5.2,21.4,16.4,110.7,79.6,680.2,13.3
35,51,Sierra,New Mexico,NM,87,25.4,24.4,-1111.1,24.8,8,3382,3120,479,46.8,15.6,1,1,5,22,28,3,13,3,5,291,537,883,754,5,51,10,-2222,1,1,1,1,1,1,11.1,9,16.9,16.4,184.8,76.8,952.7,28
35,53,Socorro,New Mexico,NM,86,27.8,19.8,27,25.4,10.4,5032,1754,417,44.1,22,1,1,8,71,11,3,9,3,6,446,634,1137,1207,3,45,89,-2222,1,1,1,1,1,1,13.2,2.7,35.1,23.8,152.7,77.4,879,17.8
35,55,Taos,New Mexico,NM,51,21,17.7,21.1,20.3,5.8,8386,3800,878,91.4,53.6,1,2,3,11,9,3,140,3,3,1198,1135,2100,1891,6,53,22,-2222,1,1,1,1,1,1,10,5.4,13.4,16.3,99.3,78.7,743.4,18.7
35,57,Torrance,New Mexico,NM,86,27.9,25.2,-1111.1,28.1,8.3,4283,1507,404,5.7,11.4,1,1,3,42,20,3,22,3,6,428,622,1115,1103,5,39,57,-2222,1,1,1,1,1,1,11.2,7.7,16.9,20.4,184.4,77.4,884.4,18.9
35,59,Union,New Mexico,NM,88,24.8,15.5,-1111.1,20.5,2.6,1015,780,111,51.9,26,2,1,3,6,5,3,8,3,3,77,83,249,234,3,11,3,-2222,1,1,1,1,1,1,11.3,-1111.1,-1111.1,-1111.1,229,78.4,970.4,11.5
35,61,Valencia,New Mexico,NM,23,27.7,22,22.3,24.9,6.2,14606,7266,1877,30.3,17.3,1,1,8,24,31,3,27,3,6,1694,1953,4282,4275,6,102,49,8030,1,1,1,1,1,1,12.3,6.9,22.3,18.1,152.6,76.1,855.1,18
36,1,Albany,New York,NY,10,25.9,20,28.8,21.9,6.8,27651,38196,6670,131.5,71.6,1,2,23,38,22,3,155,3,10,6214,7535,17084,18569,21,206,70,885663,1,1,1,1,1,1,11.1,8.3,24.2,19,212.1,77.7,817.7,12.7
36,3,Allegany,New York,NY,23,26.8,-1111.1,-1111.1,-1111.1,10.2,5614,6785,1354,47.4,19.8,2,1,8,12,13,3,7,3,3,1319,1215,2844,3539,8,61,24,59932,1,1,1,1,1,1,11.4,7,22.5,28.1,184.4,77.1,891.6,17.4
36,5,Bronx,New York,NY,1,35.5,24.4,24.5,19.6,9.2,297330,123073,26592,101.5,28.2,1,2,58,403,463,3,174,3,326,37636,82567,70567,79134,46,1199,390,765,1,1,1,1,1,1,12.5,6.8,27.2,22.3,296.3,75,884.6,24.7
36,7,Broome,New York,NY,16,20.9,23.2,31.7,25.9,8.8,20762,32601,5788,108.2,58.9,2,2,15,32,19,3,49,3,7,4764,5191,11298,12333,8,136,22,996606,1,1,1,1,1,1,10.6,7.8,26.2,18.1,172.3,77.7,807.9,15.5
36,9,Cattaraugus,New York,NY,23,26.9,19.9,-1111.1,28.9,4.4,9087,12342,2446,52.1,35.2,2,2,7,15,14,3,38,3,5,2344,2075,4627,4982,6,106,52,249921,1,1,1,1,1,1,10.4,6.7,26.5,24.6,259.4,76.2,885.9,21.8
36,11,Cayuga,New York,NY,20,27.1,23.6,-1111.1,32.7,6,8775,11057,1949,36.8,39.3,1,2,4,16,12,3,14,3,4,2024,2277,4660,4785,20,98,37,15769,1,1,1,1,1,1,11.5,6.4,18.2,20,184.3,78.4,774,17.4
36,13,Chautauqua,New York,NY,6,25.8,25.8,30.4,24.3,7.1,17446,21829,3871,63,48.4,2,2,9,13,18,3,32,3,8,3293,3551,7764,8417,6,87,42,1356234,1,1,1,2,1,1,10.3,9,32.9,18.7,206.7,77.7,857.9,16.4
36,15,Chemung,New York,NY,21,23.8,27.9,29.8,25.9,9.2,9581,13866,2850,80.4,45.8,2,2,12,14,22,3,49,3,5,2195,2506,5082,5259,18,133,20,107928,1,1,1,1,1,1,11.7,6.4,25.7,20.7,175.7,77.1,863.3,21.1
36,17,Chenango,New York,NY,23,22.5,34,-1111.1,19.3,9.6,6316,7546,1651,44.4,38.6,2,2,9,14,8,3,25,3,3,1223,1378,2950,3034,5,67,22,67336,1,1,1,1,1,1,10.7,7.9,26.1,23.3,238.8,77,877.8,19.6
36,19,Clinton,New York,NY,23,26.6,22,24.8,24.4,6.6,7878,9370,2255,76.8,37.8,2,2,8,14,17,3,23,3,5,2119,2277,4792,5329,20,151,35,5785,1,1,1,1,1,1,11.2,6.1,20.1,22,228.9,77,871.8,14.5
36,21,Columbia,New York,NY,21,27.8,25,-1111.1,20.8,7.2,6410,9545,1727,40.9,31.4,1,2,8,11,8,3,32,3,6,1237,1748,3678,3656,13,82,13,0,1,1,1,1,1,1,9.1,7.5,27.4,20,237.8,77.4,851.5,14.2
36,23,Cortland,New York,NY,29,22.1,17.3,-1111.1,27.8,3,4958,5895,1321,65.8,28.8,1,2,9,9,8,3,18,3,3,1298,1059,2757,3339,8,63,16,31715,1,1,1,1,1,1,9.4,5.4,19.5,29.6,197.9,77.1,880.9,22.2
36,25,Delaware,New York,NY,34,33.5,26.6,-1111.1,23.8,9.8,6479,7753,1417,65.2,31.6,2,2,9,8,9,3,16,3,3,994,1189,2768,2858,8,60,19,1386569,1,1,1,1,1,1,9,7.3,21,26.8,226.7,77.9,820,16.4
36,27,Dutchess,New York,NY,9,23.6,20.8,26,21.7,8.2,27350,34676,7407,86.8,61.4,1,2,11,41,39,3,90,3,14,5740,8833,16593,17739,29,197,75,2839023,1,1,1,1,1,1,9.5,5.8,26.3,20.4,196.7,78,798.9,10.9
36,29,Erie,New York,NY,3,23.9,23.9,26.3,22.7,8.1,88101,142541,24815,127.6,73.4,1,2,58,164,141,3,238,3,180,24994,30147,52864,54896,54,646,469,2838848,1,1,1,2,1,1,11.5,8.3,29.4,19.5,202.8,76.9,856.2,13
36,31,Essex,New York,NY,30,24.8,16.3,-1111.1,15.5,5.3,3812,6429,1148,46.5,36.2,1,2,5,5,4,3,60,3,3,990,1027,2292,2259,16,50,5,541506,1,1,1,1,1,1,9.3,7.9,16.7,33.2,167.5,77.2,843.7,17
36,33,Franklin,New York,NY,32,23,24.5,-1111.1,28.3,9.9,6551,6161,1746,74.5,33.3,2,2,7,7,7,3,3,3,3,1333,1539,3014,3167,15,88,14,6929,1,1,1,1,1,1,11.9,6.1,22.1,24.1,194,77,849,18.7
36,35,Fulton,New York,NY,21,23.9,20.5,-1111.1,31,2.8,6157,7580,1693,57.5,37.8,2,2,8,7,9,3,29,3,6,1485,1413,3191,3219,13,64,9,70762,1,1,1,1,1,1,9,5.8,25.5,27.2,226.2,77.5,821.9,15.9
36,37,Genesee,New York,NY,45,26.7,17.3,21.3,24.2,9,5070,8700,1424,54,37.1,1,1,10,8,10,3,32,3,3,1638,1529,3348,3431,18,100,21,12411,1,1,1,1,1,1,9.7,3.5,23.1,21.8,210.4,77.8,836.9,11.1
36,39,Greene,New York,NY,30,-1111.1,20.3,-1111.1,29.5,8.8,5559,7346,1402,38.2,34.2,2,2,4,6,14,3,25,3,4,1127,1385,2881,3030,10,62,7,497700,1,1,1,1,1,1,8.9,5.4,30.3,27.8,231.1,76.5,920.8,18.3
36,41,Hamilton,New York,NY,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,392,1127,124,38.3,38.3,1,2,3,5,3,3,5,3,3,167,99,319,292,7,13,7,-2222,1,1,1,1,1,1,10.4,-1111.1,37.6,23.7,194.8,77.2,875.6,-1111.1
36,43,Herkimer,New York,NY,21,25.7,23.6,-1111.1,21.1,10.9,6496,9922,1766,40.8,31.4,2,1,10,7,12,3,13,3,3,1656,1735,3661,3748,16,78,10,8345,1,1,1,1,1,1,9.1,6.5,25.8,20.8,217.6,77.8,853,15
36,45,Jefferson,New York,NY,6,21.7,25.9,31.1,34.2,8.2,15303,12835,2816,61.9,43.8,2,2,3,12,14,3,19,3,9,2947,3091,6426,7229,6,83,38,535551,1,1,1,1,1,1,9.5,7.8,26.6,22.2,177.5,77.6,826.7,12.1
36,47,Kings,New York,NY,1,34.6,23,23.6,18.7,8.8,517807,256297,41803,122.2,43.8,1,2,56,676,607,11,269,3,565,65316,75364,134983,142988,81,1918,910,55219,1,1,1,1,1,1,12.2,6.5,26.7,20.6,294.8,76.7,765.3,20.6
36,49,Lewis,New York,NY,29,-1111.1,27.7,-1111.1,19.4,14.9,3135,3572,639,56.5,26.3,2,2,8,7,3,3,118,3,3,789,619,1496,1579,11,37,8,50673,1,1,1,1,1,1,8.8,8.6,24,31.7,177.7,78,791.4,16.5
36,51,Livingston,New York,NY,17,17.7,20.1,16,22.1,4.9,5594,7938,1417,53,35.8,2,2,5,11,5,3,21,3,3,1674,1554,3695,4368,23,98,18,2547,1,1,1,1,1,1,9,5.5,32,20.8,155.7,77.6,841,12.3
36,53,Madison,New York,NY,45,22,28.1,-1111.1,29.1,4.8,5640,8940,1670,72.5,39.8,1,2,8,11,6,3,47,3,3,1831,1784,3961,4473,19,85,25,60552,1,1,1,1,1,1,11.5,6.9,26.5,25.2,172.5,78.1,828.9,12
36,55,Monroe,New York,NY,3,23.6,22.2,26.1,22.2,7.3,73790,94187,17053,159.5,71.5,1,2,61,175,169,3,186,3,146,17417,17676,40915,43887,49,702,527,6495261,1,1,1,2,1,1,10.1,6.2,25.7,20.2,158.4,78.2,772.7,13.9
36,57,Montgomery,New York,NY,21,33.6,23.5,-1111.1,30.4,5.6,6214,9489,1553,57.2,42.9,2,2,13,8,14,3,16,3,3,1383,1301,2794,2792,21,64,8,56349,1,1,1,1,1,1,9.3,6.1,22,20.4,289.5,78.2,843.7,14.4
36,59,Nassau,New York,NY,1,25.3,16.6,24.5,18.1,6,135051,197122,23160,206.7,113.6,2,2,52,298,172,6,205,3,183,28380,25768,74782,74941,70,954,584,135535,1,1,1,1,1,1,10.9,4.7,27.6,19,246.3,79.2,723.1,13.8
36,61,New York,New York,NY,1,24.5,15.9,23.1,18.7,6.6,222281,191138,27406,287.7,118.6,1,2,40,598,627,12,243,4,854,44606,85240,96626,90693,61,1180,549,32851,1,1,1,1,1,1,11.8,4.9,26.7,19.3,203.7,78,707.5,20.2
36,63,Niagara,New York,NY,16,24.4,25.4,27.8,26.5,7.1,20520,33133,6675,50.2,47.5,2,2,16,39,15,3,77,3,7,6329,5651,12331,12691,14,173,22,3590713,1,1,1,1,1,1,11.8,7.5,27,22.2,249.6,76.7,894.1,15.4
36,65,Oneida,New York,NY,16,23.4,21.1,34.1,23.3,7.4,23087,36390,8227,90.6,49.6,2,2,16,41,28,3,52,3,11,5394,6884,13381,13872,22,171,34,148978,1,1,1,1,1,1,11.6,8.1,27.9,17.3,189.3,77.4,851,18.7
36,67,Onondaga,New York,NY,4,22.5,22.8,26.4,21.7,6.4,46025,62150,11059,141,59.4,1,2,28,65,49,3,113,3,19,10706,9009,25515,27469,28,339,228,3470508,1,1,1,1,1,1,11.8,10,28.3,20.1,154.4,77.6,801.8,12.3
36,69,Ontario,New York,NY,45,16.9,19.3,21.3,16.1,6.2,7904,13805,2354,79.5,48.8,1,2,15,27,8,3,43,3,3,2537,2788,5936,6162,34,141,35,11934,1,1,1,1,1,1,9.2,5.8,26.7,19.5,172.5,77.9,816.6,7.4
36,71,Orange,New York,NY,10,25.4,23.9,28.1,23.2,6.5,42640,35128,8437,69.5,44.5,1,2,20,33,32,4,81,3,12,7447,8313,20034,21865,29,254,144,5306586,1,1,1,1,1,1,9.8,5.4,24.4,24,199.1,77.4,828,13.1
36,73,Orleans,New York,NY,29,-1111.1,27.3,-1111.1,21.3,10.3,4812,5268,1130,34.6,20.7,1,1,10,10,8,3,23,3,3,1153,1013,2450,2564,10,50,16,1202,1,1,1,1,1,1,9.6,4,28.6,23.8,227,76.8,881.6,22.8
36,75,Oswego,New York,NY,15,25.7,26.6,20.3,32.1,5.8,13440,14457,3842,39.7,30.8,1,2,11,14,12,3,9,3,4,3802,3099,6906,7862,9,116,43,335887,1,1,1,1,1,1,10.9,7.4,25.4,21.3,213.3,76.5,914.6,15.2
