State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
1,1,Autauga,Alabama,AL,29,27.8,24.5,29.1,26.6,14.2,5690,4762,1209,45.3,22.6,1,2,3,5,5,3,14,3,12,2533,4933,9354,7753,6,166,54,35664,1,1,1,2,1,1,14.3,5.9,34.1,15.9,172.4,74.9,1041.5,21.8
1,3,Baldwin,Alabama,AL,16,27.2,23.6,30.5,24.6,7.2,19798,22635,3839,67,30.8,1,2,4,24,26,3,27,3,4,2533,4933,9354,7753,6,166,54,35664,1,1,1,2,1,1,15.3,7.1,22.5,15.3,156.5,76.6,856.9,15.4
1,5,Barbour,Alabama,AL,51,-1111.1,25.6,-1111.1,17.7,6.6,5126,3288,1092,45.8,24.6,1,2,3,9,6,3,6,3,10,569,1302,1618,1403,3,82,17,49874,1,1,1,1,1,1,16.7,7.1,30.5,23.4,95.3,74.5,1019.4,21.4
1,7,Bibb,Alabama,AL,42,-1111.1,-1111.1,-1111.1,-1111.1,13.1,3315,2390,974,41.8,18.6,1,1,3,16,8,3,9,3,8,358,900,1218,1034,6,41,19,7302,1,1,1,1,1,1,13.7,9.8,30.1,17.4,184.7,73.2,1050.5,19.4
1,9,Blount,Alabama,AL,28,33.5,24.2,-1111.1,23.6,8.4,8131,5019,1300,16.2,10.8,2,1,6,8,8,3,11,3,3,819,2217,3164,2675,6,56,16,889020,1,1,1,1,1,1,12.8,9,30.2,16.8,148.2,76.1,954.2,25.8
1,11,Bullock,Alabama,AL,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2295,1433,504,54.3,18.1,1,1,3,9,4,3,7,3,9,327,448,626,565,3,37,14,-2222,1,1,1,1,1,1,22.6,13.3,30.4,23,221.4,71.9,1107.6,-1111.1
1,13,Butler,Alabama,AL,76,24.5,22,-1111.1,27.3,9.5,4055,3150,952,43.3,19.3,1,2,3,9,11,3,3,3,28,537,976,1164,1029,3,62,22,98136,1,1,1,1,1,1,15.7,5.8,20.5,17.8,229,73,1084.2,21.6
1,15,Calhoun,Alabama,AL,6,29.2,27,33.2,25.5,11.2,16456,16440,5301,75.8,41.9,1,2,4,12,20,3,13,3,14,2182,5722,6400,5545,3,85,66,808521,1,1,1,1,1,1,14.1,9.5,26.4,18.4,189.3,73.1,1100.3,26.7
1,17,Chambers,Alabama,AL,50,34.7,-1111.1,-1111.1,11.7,17.1,5533,5473,1497,53.6,22.6,1,2,3,6,4,5,3,3,5,849,1470,2005,1647,3,61,10,276636,1,1,1,1,1,1,15.2,7.5,25.3,13.8,110.8,73.8,1075.6,32.3
1,19,Cherokee,Alabama,AL,64,-1111.1,-1111.1,-1111.1,23.6,13.3,3583,3086,854,28.5,12.2,2,1,4,7,7,3,5,3,4,464,1154,1436,1140,4,41,15,7077,1,1,1,1,1,1,12.2,7.4,11,15.3,160.4,75.3,999.3,-1111.1
1,21,Chilton,Alabama,AL,32,30.3,31.2,26.5,30,6,6130,4527,1307,31.1,19.2,1,2,3,9,4,3,4,3,7,685,1887,2355,2009,3,41,8,20846,1,1,1,1,1,1,14.6,10.5,16.2,13.7,188.1,74.1,1040.4,26
1,23,Choctaw,Alabama,AL,66,-1111.1,-1111.1,-1111.1,17.1,13.5,2677,2148,800,33.8,20.3,1,1,3,18,6,3,3,3,11,325,589,837,701,3,50,28,1997045,1,1,1,1,1,1,13.6,10.8,30.2,21.1,221,74.6,975.7,29.8
1,25,Clarke,Alabama,AL,51,31.5,-1111.1,-1111.1,-1111.1,15.8,4593,3850,1150,55,29.3,2,2,7,7,6,3,6,3,8,594,972,1494,1290,3,40,16,545514,1,1,1,1,1,1,17.6,7.1,21.4,25.6,190.2,74,982,-1111.1
1,27,Clay,Alabama,AL,63,-1111.1,-1111.1,-1111.1,23.9,12.2,2320,2198,610,35.8,14.3,2,1,3,12,6,3,5,3,11,266,624,814,664,6,32,7,209084,1,1,1,1,1,1,13.2,10.2,14.4,12.5,222.8,74.9,950.3,-1111.1
1,29,Cleburne,Alabama,AL,41,-1111.1,-1111.1,-1111.1,-1111.1,10.5,2107,1852,646,0,6.9,2,1,3,4,4,3,5,3,5,234,597,833,697,5,41,16,869963,1,1,1,1,1,1,12.3,7,12.7,14.9,148.9,75.3,1072.8,-1111.1
1,31,Coffee,Alabama,AL,32,23.3,25.5,31.3,23,10.3,6764,6099,1366,48.3,39.5,1,2,3,5,4,3,9,3,6,694,1940,2590,2179,4,116,90,1002559,1,1,1,1,1,1,14.8,2.9,23.8,17.7,191.7,75.9,923.6,19.1
1,33,Colbert,Alabama,AL,21,30.2,30.1,-1111.1,21.7,13.6,8141,8226,2302,60.4,31.1,1,2,4,5,10,3,10,3,4,1203,2463,3162,2606,5,64,9,5860561,1,1,1,1,1,1,15.8,8.2,34.6,25.8,171.1,75.3,964.4,20.3
1,35,Conecuh,Alabama,AL,75,-1111.1,-1111.1,-1111.1,12.3,8.2,2657,1947,725,60.3,7.5,1,1,5,12,4,3,8,3,7,296,576,746,635,3,43,11,77918,1,1,1,1,1,1,19.2,14.4,25.9,19.3,189.1,73,1093.6,19.1
1,37,Coosa,Alabama,AL,41,-1111.1,-1111.1,-1111.1,-1111.1,15,2028,1562,621,9,9,1,1,5,3,4,3,3,3,19,231,422,645,517,3,27,16,25245,1,1,1,1,1,1,16.7,13.9,24.3,19.6,180.2,74.9,909.2,18.3
1,39,Covington,Alabama,AL,35,28.8,30.2,-1111.1,27.8,12.1,6094,6401,1583,59.5,24.3,1,2,6,11,6,3,5,3,13,686,1763,2131,1748,3,66,31,5291,1,1,1,1,1,1,13.4,6.2,25.6,17.1,172.7,74.7,999.7,22
1,41,Crenshaw,Alabama,AL,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2504,2272,568,14.6,14.6,1,1,3,7,5,3,5,3,21,271,692,783,651,3,41,10,-2222,1,1,1,1,1,1,14,11.4,26.7,16.7,152.3,73.7,1058.7,-1111.1
1,43,Cullman,Alabama,AL,21,29.4,22.2,35,27.6,10,11912,11129,2400,53.8,22.5,1,2,7,13,11,3,14,3,4,1367,3993,4572,3803,8,111,27,1565840,1,1,1,1,1,1,14.5,6.9,26.6,16.7,203.6,75.3,1028.7,23.8
1,45,Dale,Alabama,AL,33,30.4,25,-1111.1,29.3,12.1,7831,7809,2314,24.6,22.6,2,1,4,8,8,3,7,3,5,828,1811,2655,2280,3,115,34,90996,1,1,1,1,1,1,14.1,7.9,19.3,20,195.9,75.5,987.4,23.9
1,47,Dallas,Alabama,AL,52,31.5,36.6,-1111.1,20.4,11.5,9242,6424,2302,101.4,38.3,1,2,3,6,6,3,6,3,10,1260,2183,2378,2155,3,74,30,2011358,1,1,1,1,1,1,17.6,9.6,26.1,31.5,185.3,72.1,1136,25.1
1,49,DeKalb,Alabama,AL,24,37,24.3,35.3,19.1,7.8,12260,8411,2351,34.2,19.3,1,2,4,14,8,3,3,3,4,1414,2949,3790,3150,6,67,35,217675,1,1,1,1,1,1,15.8,7.7,23.1,13.7,171.9,75.1,960.6,22
1,51,Elmore,Alabama,AL,19,27.7,24.8,23,22.6,5.5,8320,7792,2167,33.8,16.2,1,2,4,12,7,3,17,3,12,1091,2028,4170,3646,10,121,29,74339,1,1,1,1,1,1,14.2,7.6,34.1,16.9,138.8,75.2,946.9,15.1
1,53,Escambia,Alabama,AL,51,34.3,33.7,-1111.1,26.1,11.4,6490,5064,1476,57.8,26.3,1,2,6,10,10,3,8,3,7,721,1763,2165,1834,5,89,46,2302304,1,1,1,1,1,1,16.9,12.3,32.3,14.4,221.2,73.2,1042.6,31.2
1,55,Etowah,Alabama,AL,6,34.1,27.1,38.2,31.5,10.2,16180,15265,4508,72.7,42.6,1,2,7,13,24,3,12,3,32,1982,4505,5897,4895,3,84,39,1619985,1,1,1,1,1,1,13.6,8.7,27.7,16.2,188.6,73.5,1091.5,24.1
1,57,Fayette,Alabama,AL,63,-1111.1,32.7,-1111.1,21.2,12.7,2358,2544,731,60.3,16.5,2,2,3,17,8,3,3,3,9,315,931,1049,862,3,56,7,71686,1,1,1,1,1,1,13.4,7.3,19.2,15.6,157.6,73.9,979.6,32.7
1,59,Franklin,Alabama,AL,49,28.9,-1111.1,-1111.1,-1111.1,7.2,5977,4871,1320,35.8,22.8,1,2,3,5,3,3,10,3,5,664,1479,1742,1456,3,46,10,93630,1,1,1,1,1,1,14.2,11.5,33.3,15.5,173.3,73.6,1091.7,25
1,61,Geneva,Alabama,AL,64,-1111.1,34.5,-1111.1,-1111.1,9.4,4759,4173,1118,35,15.5,2,1,3,9,7,3,7,3,7,409,1293,1492,1218,6,107,17,161155,1,1,1,1,1,1,11.9,7.1,22.8,14.6,212,74.7,984.9,25.6
1,63,Greene,Alabama,AL,75,-1111.1,-1111.1,-1111.1,-1111.1,7.1,2384,1287,461,31.1,10.4,1,1,3,7,4,3,7,3,15,210,429,524,468,3,28,12,3448520,1,1,1,1,1,1,18.9,10.2,39.4,16.9,151.1,72.7,1050.9,-1111.1
1,65,Hale,Alabama,AL,76,-1111.1,-1111.1,-1111.1,-1111.1,5.2,3422,2358,825,27.3,5.5,1,1,5,8,5,3,5,3,28,325,877,1011,912,7,52,21,51811,1,1,1,1,1,1,17,13.8,29.5,21.4,184.8,72.7,1073,-1111.1
1,67,Henry,Alabama,AL,63,-1111.1,-1111.1,-1111.1,-1111.1,8,2556,2583,631,18.1,30.1,2,2,3,14,7,3,6,3,11,294,585,951,789,3,49,15,6200,1,1,1,1,1,1,13.9,7.6,31.4,17.2,181.8,74.5,961.4,-1111.1
1,69,Houston,Alabama,AL,23,32.9,29.5,34,25,8.8,14235,9901,2416,106.1,47.7,1,2,4,15,21,3,18,3,11,1547,3259,5260,4426,10,238,80,166337,1,1,1,1,1,1,13.1,8,29,16.8,152.8,75.7,905,21.9
1,71,Jackson,Alabama,AL,22,34,29.4,29.2,37,6.1,7294,7744,1978,70.8,29.8,1,2,7,12,3,3,5,3,6,1219,2452,3076,2497,4,64,17,6565659,1,1,1,1,1,1,14.4,6.4,26.4,19.7,187.2,74.5,1027.6,22.6
1,73,Jefferson,Alabama,AL,3,29,27.1,31.9,23.4,9.7,87428,89884,21625,154.9,71.5,1,2,35,124,170,3,78,3,162,12866,25084,36995,31672,32,508,446,13881314,2,1,1,2,1,1,16,11.3,27.2,22,145.6,73.6,1034.5,17.7
1,75,Lamar,Alabama,AL,63,-1111.1,-1111.1,-1111.1,-1111.1,3.2,2237,2648,702,13.4,20.1,2,2,3,13,6,3,3,3,9,316,627,871,700,3,37,12,105,1,1,1,1,1,1,14,15.6,23.9,21.6,167.3,73.9,1044.9,-1111.1
1,77,Lauderdale,Alabama,AL,21,25.8,23.8,34.7,21.1,6.7,11424,13168,3134,58.2,49,1,2,4,11,13,3,17,3,7,1922,3957,5087,4340,10,102,14,150351,1,1,1,1,1,1,17.6,5.4,25.8,18.5,133.4,76.4,910.9,23.4
1,79,Lawrence,Alabama,AL,32,31.9,19.9,-1111.1,28.5,9.2,5396,3526,1074,28.9,8.7,1,1,3,4,3,3,7,3,8,811,1423,1965,1650,3,44,8,2676270,1,1,1,1,1,1,12.9,5.3,19.1,14.3,207.7,74.3,1054.1,28.8
1,81,Lee,Alabama,AL,22,25.9,21.7,24.5,27.1,7.8,17335,9041,2465,63.3,26,1,2,3,22,9,14,6,3,16,1982,3886,6997,7710,6,272,72,214408,1,1,1,1,1,1,12.3,8.3,29,18,164.7,75.3,983.4,16.6
1,83,Limestone,Alabama,AL,19,30.4,26,-1111.1,25,8.1,8934,7024,1778,39.7,15.6,1,2,3,9,13,3,15,3,7,1370,2864,4019,3408,11,69,14,31182,1,1,1,1,1,1,14.7,7.3,20.5,18.7,167.7,75.5,964.4,18
1,85,Lowndes,Alabama,AL,66,-1111.1,-1111.1,-1111.1,-1111.1,9.6,2951,1326,507,15.3,7.6,1,2,5,15,7,3,6,3,18,361,462,703,634,3,35,22,269742,1,1,1,1,1,1,20.2,12.6,19.9,14.2,112.1,71.7,1075.8,-1111.1
1,87,Macon,Alabama,AL,44,-1111.1,-1111.1,-1111.1,15.7,13.6,4325,2862,781,26.3,21.9,1,1,3,7,6,3,4,3,16,444,850,1267,1319,3,58,36,-2222,1,1,1,1,1,1,17.5,13,25.9,30.8,243.7,71.9,1091.8,22.8
1,89,Madison,Alabama,AL,4,22.9,23.1,24.9,21.3,6.5,35743,32428,5431,95.2,46.6,1,2,17,31,37,3,28,3,31,4944,9467,16746,14705,14,225,68,922380,1,1,1,1,1,1,15.1,9.1,30.9,17,114.2,76.1,905.8,13.7
1,91,Marengo,Alabama,AL,67,-1111.1,-1111.1,-1111.1,15.6,11.3,4074,2816,862,54.8,13.7,1,2,8,7,9,3,3,3,34,453,857,1193,1055,4,79,33,550529,1,1,1,1,1,1,17.5,12.2,26.5,17.5,175.7,74,1034.4,-1111.1
1,93,Marion,Alabama,AL,49,-1111.1,30.9,-1111.1,-1111.1,10.1,5205,4619,1284,53.1,26.5,2,2,6,5,4,3,9,3,3,553,1450,1758,1393,4,52,9,662356,1,1,1,1,1,1,12.5,8.8,24.6,17.8,198.9,73.9,999.8,27.7
1,95,Marshall,Alabama,AL,22,34.8,27.5,36.8,31.6,7.2,14593,12686,3083,63.1,33.9,2,2,4,16,12,3,8,3,15,1461,3402,4779,3984,7,107,32,220359,1,1,1,1,1,1,14.3,7.9,16.6,16.4,151.9,73.9,1066.2,22.5
1,97,Mobile,Alabama,AL,5,30.8,26.6,27.2,25.1,6.6,65687,47123,12197,95.4,38.4,1,2,21,51,91,3,54,3,38,8140,9386,21921,19559,15,558,690,21502254,1,1,1,2,1,1,18.1,10,30.1,20.6,186.8,73.5,1030.7,19.2
1,99,Monroe,Alabama,AL,67,-1111.1,-1111.1,-1111.1,-1111.1,8.1,4269,3035,889,50.6,29.5,1,2,4,8,8,3,6,3,34,538,802,1299,1132,3,82,31,4478917,1,1,1,1,1,1,17.9,7.8,21.7,19.5,172.4,74.7,957.4,11.7
1,101,Montgomery,Alabama,AL,7,28.2,23.9,27.8,20.7,8.5,32259,25495,6378,107.4,49.2,1,2,8,37,47,3,24,3,219,4395,7028,12171,11178,17,313,196,525979,1,1,1,1,1,1,15.9,9.5,28.9,18.6,171.6,74.6,974,16.3
1,103,Morgan,Alabama,AL,14,23.4,22.5,32.7,28.9,6.7,16097,14763,3367,76.5,41.3,1,2,4,23,11,3,14,3,17,2266,4163,6428,5407,4,83,24,4780002,1,1,1,1,1,1,14.3,5.2,24.9,20.7,127.1,75.2,968.7,18.3
1,105,Perry,Alabama,AL,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2776,1538,487,35.2,26.4,1,1,3,8,6,3,7,3,5,288,476,592,581,3,22,13,1052,1,1,1,1,1,1,18.3,10.2,29.9,27.7,149,73.2,1173.9,-1111.1
1,107,Pickens,Alabama,AL,76,-1111.1,-1111.1,-1111.1,15.2,12.8,3606,3147,929,49.6,9.9,2,1,3,9,8,3,4,3,33,397,872,1121,973,3,72,21,60,1,1,1,1,1,1,16.9,8.2,17.7,17.1,122.9,73.5,1040.1,20.7
1,109,Pike,Alabama,AL,35,24.2,29.1,-1111.1,16.5,11.3,5696,3917,1180,57.4,27,1,2,3,8,5,3,3,3,8,545,1040,1668,1638,3,75,25,3133084,1,1,1,1,1,1,16.7,9.1,23.5,24.9,173.3,73.7,1112.5,22
1,111,Randolph,Alabama,AL,72,35.2,-1111.1,-1111.1,22.1,8.1,3575,3357,869,26.4,17.6,2,2,3,17,10,3,4,3,11,535,956,1281,1084,4,56,10,21996,1,1,1,1,1,1,16,9,30.9,23.7,204.9,74.9,1000.4,17.3
1,113,Russell,Alabama,AL,8,32.8,28.9,-1111.1,22,9.7,8785,6799,1851,32.4,16.2,1,2,4,10,11,3,5,3,12,1111,1938,2738,2332,3,97,52,2399555,1,1,1,1,1,1,14.7,12.9,29.6,25.9,111.8,72.1,1144.3,25.4
1,115,St. Clair,Alabama,AL,22,28.2,27.6,39,28.5,13,8534,6538,2029,22.1,15.2,2,1,9,7,11,3,4,3,12,1135,3385,4123,3497,5,89,35,208520,1,1,1,1,1,1,12.5,9.3,20,19.5,167.4,74.9,1059.4,25.2
1,117,Shelby,Alabama,AL,11,18.9,20.8,26.7,21,4.8,13249,10635,2661,95.6,28,1,2,6,31,6,3,19,3,9,2373,5133,9515,8223,10,96,27,7440897,1,1,1,2,1,1,12.7,6.4,25.1,17.8,146.8,76.8,923.4,9.9
1,119,Sumter,Alabama,AL,66,-1111.1,-1111.1,-1111.1,-1111.1,11.8,3465,1925,595,36.2,14.5,1,2,3,19,8,3,3,3,38,326,660,751,730,3,46,30,8006596,1,1,1,1,1,1,18.5,14.4,24.3,17.8,147.3,73.5,1022.8,19.8
1,121,Talladega,Alabama,AL,8,34.1,32.7,42.2,24.1,10.9,12378,10035,4300,38.5,21.1,1,2,5,15,25,3,9,3,75,1723,4701,4547,3867,3,109,47,1344808,1,1,1,1,1,1,16.6,10,26,20.1,154.1,73.3,1090.6,24.6
1,123,Tallapoosa,Alabama,AL,49,32.1,23.2,-1111.1,29.4,5.6,6488,5808,1749,61.4,34.4,1,2,8,6,7,4,12,3,26,754,1816,2338,1906,3,53,24,66626,1,1,1,1,1,1,16.3,7.9,30.8,19.5,177.4,73.9,1046.3,21.5
1,125,Tuscaloosa,Alabama,AL,6,27.1,25.3,29.7,23.8,7.9,23311,17734,5539,97.7,32,1,2,4,16,26,3,20,3,17,2786,6263,9557,9241,11,203,133,6160225,1,1,1,1,1,1,17.8,12.9,24.7,19.4,161.6,75,1026.2,17.9
1,127,Walker,Alabama,AL,24,34.9,30.5,35,33.8,11.5,10818,10991,3880,45.6,29.9,1,2,4,12,8,3,5,3,5,1212,4106,4022,3280,4,106,33,6492544,1,1,1,1,1,1,12.6,12.1,22.8,18.3,206.2,72.2,1191.7,27.3
1,129,Washington,Alabama,AL,66,-1111.1,-1111.1,-1111.1,-1111.1,10.5,3037,2210,764,33.8,11.3,1,1,5,23,7,3,3,3,18,392,709,976,848,3,68,37,2337250,1,1,1,1,1,1,16.4,9.8,26.3,16.6,182.9,74.6,993.7,-1111.1
1,131,Wilcox,Alabama,AL,75,-1111.1,-1111.1,-1111.1,-1111.1,7.6,2960,1746,781,30.9,7.7,1,1,3,9,7,3,8,3,8,307,558,679,638,3,26,9,1894381,1,1,1,1,1,1,17.3,11.3,35,22.1,143.1,71.7,1131.2,-1111.1
1,133,Winston,Alabama,AL,41,-1111.1,28,-1111.1,26.9,8.5,4592,3642,1152,32.7,12.2,2,1,3,7,12,3,6,3,5,475,1190,1421,1156,4,63,23,88000,1,1,1,1,1,1,11.6,7.3,17.5,16.7,197.2,73.5,1072.3,25.5
2,13,Aleutians East,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,488,-2222,-2222,73.7,0,1,1,3,4,6,3,3,3,3,100,-2222,171,212,3,3,3,25195,1,1,1,1,1,1,9.9,-1111.1,-1111.1,-1111.1,-1111.1,76.9,620,-1111.1
2,16,Aleutians West,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,854,190,27,18.6,18.6,1,1,3,8,8,3,5,3,3,177,-2222,338,409,3,16,3,5362,1,1,1,1,1,1,8.2,-1111.1,-1111.1,-1111.1,189.5,76.9,1041.3,-1111.1
2,20,Anchorage,Alaska,AK,9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,37239,15489,3874,107.3,78.9,1,2,19,40,28,3,40,3,8,7950,-2222,14238,20542,26,190,69,41319,1,1,1,1,1,1,10.1,5.9,21.6,15,116.6,76.9,793.2,-1111.1
2,50,Bethel,Alaska,AK,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4088,804,142,75.9,58.4,1,2,19,36,5,3,5,3,5,893,-2222,754,1236,3,23,50,-2222,1,1,1,1,1,1,14.3,12.9,-1111.1,40.4,91.2,76.9,1001.7,-1111.1
2,60,Bristol Bay,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,153,339,73,0,0,1,2,3,6,3,3,3,3,3,57,-2222,60,83,3,3,3,-2222,1,1,1,1,1,1,7.5,-1111.1,-1111.1,-1111.1,-1111.1,76.9,991.4,-1111.1
2,68,Denali,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,276,-2222,-2222,0,0,1,1,3,3,3,3,5,3,3,102,-2222,107,140,3,3,3,247007,1,1,1,1,1,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,76.9,-1111.1,-1111.1
2,70,Dillingham,Alaska,AK,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1133,350,50,182.7,101.5,1,2,7,5,6,3,5,3,3,218,-2222,233,365,3,5,5,-2222,1,1,1,1,1,1,12.3,11.4,-1111.1,42.5,116.9,76.9,964.5,-1111.1
2,90,Fairbanks North Star,Alaska,AK,17,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11681,4275,958,93.7,75.4,1,2,10,11,12,3,21,3,3,2590,-2222,4461,6826,18,95,19,4196772,1,1,1,1,1,1,9.4,6.9,24.7,17.7,137,76.9,827.9,-1111.1
2,100,Haines,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,355,279,33,88,44,1,2,3,4,3,3,3,3,3,129,-2222,132,170,3,4,5,-2222,1,1,1,1,1,1,8.2,-1111.1,-1111.1,-1111.1,142.5,76.9,775.1,-1111.1
2,110,Juneau,Alaska,AK,47,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3926,2367,502,122.6,67.8,1,2,5,8,3,3,5,3,3,962,-2222,1677,2318,5,39,9,43364398,1,1,1,1,1,1,8.3,6.9,20.1,25.7,86.2,76.9,742.2,-1111.1
2,122,Kenai Peninsula,Alaska,AK,77,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8308,4150,942,78.9,40.4,1,2,11,18,18,3,83,3,3,2138,-2222,2789,3933,26,59,22,2056342,1,1,1,1,1,1,9.4,6.6,20.1,16.1,164.3,76.9,873.3,-1111.1
2,130,Ketchikan Gateway,Alaska,AK,37,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1804,1161,211,128.2,75.4,1,2,9,38,8,3,12,3,3,535,-2222,710,972,5,38,4,6701,1,1,1,1,1,1,8.4,6.4,30.8,30.5,166,76.9,941,-1111.1
2,150,Kodiak Island,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2491,382,34,91.9,61.3,1,2,7,18,11,3,7,3,3,505,-2222,662,953,5,54,8,4336,1,1,1,1,1,1,10.6,6.9,30.9,30.3,124.8,76.9,753.5,-1111.1
2,164,Lake and Peninsula,Alaska,AK,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,395,-2222,-2222,0,0,1,1,6,3,3,3,3,3,3,78,-2222,77,125,3,3,3,-2222,1,1,1,1,1,1,9.9,-1111.1,-1111.1,-1111.1,216.8,76.9,1318.4,-1111.1
2,170,Matanuska-Susitna,Alaska,AK,77,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9561,3977,1006,46,32.9,1,2,12,14,12,3,31,3,3,2514,-2222,3994,5911,9,83,27,-2222,1,1,1,1,1,1,9.7,5.4,29.6,26,138.9,76.9,866.8,-1111.1
2,180,Nome,Alaska,AK,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1795,496,69,53.6,64.3,1,1,11,26,5,3,5,3,3,471,-2222,435,693,3,48,11,-2222,1,1,1,1,1,1,13.6,11.2,-1111.1,40.8,135.6,76.9,1089,-1111.1
2,185,North Slope,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1202,298,62,57.8,43.3,1,1,8,52,6,3,5,3,3,350,-2222,313,501,3,10,7,-2222,1,1,1,1,1,1,12.7,9.5,-1111.1,-1111.1,137.7,76.9,1008.7,-1111.1
2,188,Northwest Arctic,Alaska,AK,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1291,348,51,39.4,39.4,1,1,8,46,5,3,3,3,3,368,-2222,334,562,3,11,106,498749400,1,1,1,1,1,1,13,11,-1111.1,43.3,120.2,76.9,1119.9,-1111.1
2,201,Prince of Wales-Outer Ketchikan,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1176,401,74,35.3,53,1,1,3,9,3,3,22,3,3,334,-2222,306,426,3,7,3,-2222,1,1,1,1,1,1,8.5,9.4,-1111.1,-1111.1,151.8,76.9,829.8,-1111.1
2,220,Sitka,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1093,749,94,189.2,77.9,1,2,5,13,5,3,6,3,3,257,-2222,484,682,3,18,7,-2222,1,1,1,1,1,1,8.3,6.6,-1111.1,25.3,170.1,76.9,828,-1111.1
2,232,Skagway-Hoonah-Angoon,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,598,322,69,0,0,1,1,3,4,5,3,3,3,3,241,-2222,178,238,3,4,3,-2222,1,1,1,1,1,1,9.3,-1111.1,-1111.1,-1111.1,119.1,-2222.2,674.7,-1111.1
2,240,Southeast Fairbanks,Alaska,AK,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1306,451,85,30.2,60.5,2,1,5,7,3,3,3,3,3,336,-2222,340,523,3,7,4,1606,1,1,1,1,1,1,8.4,5.8,-1111.1,-1111.1,151.8,76.9,951.3,-1111.1
2,261,Valdez-Cordova,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1551,634,114,50.5,30.3,1,2,3,8,6,3,8,3,3,494,-2222,532,754,3,25,9,193,1,1,1,1,1,1,8.4,5,-1111.1,-1111.1,146.6,76.9,826.4,-1111.1
2,270,Wade Hampton,Alaska,AK,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2244,378,50,0,0,1,2,10,67,4,3,3,3,3,525,-2222,302,559,3,12,7,-2222,1,1,1,1,1,1,14.7,10.3,-1111.1,46.3,101.3,76.9,1078.3,-1111.1
2,280,Wrangell-Petersburg,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1015,631,97,96.1,64.1,1,2,3,11,3,3,3,3,3,293,-2222,338,470,3,12,3,-2222,1,1,1,1,1,1,7,4.1,-1111.1,24.1,140.5,76.9,865.4,-1111.1
2,282,Yakutat,Alaska,AK,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,114,-2222,-2222,0,0,1,1,3,3,3,3,3,3,3,34,-2222,41,54,3,3,3,-2222,1,1,1,1,1,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-2222.2,1261.3,-1111.1
2,290,Yukon-Koyukuk,Alaska,AK,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1300,493,71,16.3,16.3,1,1,5,7,6,3,6,3,3,365,-2222,311,478,3,18,12,-2222,1,1,1,1,1,1,9.7,6.5,-1111.1,29.5,169.7,76.9,1192.1,-1111.1
